date,id,name,y_items,y_actual_cost,x_items,x_actual_cost
2021-07-01,QOC,"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD",235095,1200959.06,0,0
2021-07-01,QSL,"NHS SOMERSET INTEGRATED CARE BOARD",291371,1577630.13,0,0
2021-07-01,QR1,"NHS GLOUCESTERSHIRE INTEGRATED CARE BOARD",342920,1609383.35,0,0
2021-07-01,QT6,"NHS CORNWALL AND THE ISLES OF SCILLY INTEGRATED CARE BOARD",359275,1638300.78,0,0
2021-07-01,QGH,"NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD",380814,2063859.6,0,0
2021-07-01,QUY,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",390996,2087278.77,0,0
2021-07-01,QVV,"NHS DORSET INTEGRATED CARE BOARD",401588,2240917.15,0,0
2021-07-01,QPM,"NHS NORTHAMPTONSHIRE INTEGRATED CARE BOARD",446194,1660798.27,0,0
2021-07-01,QOX,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",472746,2286172.16,0,0
2021-07-01,QWU,"NHS COVENTRY AND WARWICKSHIRE INTEGRATED CARE BOARD",488344,2014122.53,0,0
2021-07-01,QJ2,"NHS DERBY AND DERBYSHIRE INTEGRATED CARE BOARD",505104,2547567.59,0,0
2021-07-01,QHL,"NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD",524010,2647791.7,0,0
2021-07-01,QK1,"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND INTEGRATED CARE BOARD",567359,2399190.48,0,0
2021-07-01,QUA,"NHS BLACK COUNTRY INTEGRATED CARE BOARD",571960,2912729.57,0,0
2021-07-01,QT1,"NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD",585471,2565052.2,0,0
2021-07-01,QKK,"NHS SOUTH EAST LONDON INTEGRATED CARE BOARD",587364,2692751.98,0,0
2021-07-01,QWE,"NHS SOUTH WEST LONDON INTEGRATED CARE BOARD",589112,2348697.14,0,0
2021-07-01,QJM,"NHS LINCOLNSHIRE INTEGRATED CARE BOARD",601896,2344740.51,0,0
2021-07-01,QNC,"NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD",634244,3096829.14,0,0
2021-07-01,QJK,"NHS DEVON INTEGRATED CARE BOARD",656524,3167956.59,0,0
2021-07-01,QMF,"NHS NORTH EAST LONDON INTEGRATED CARE BOARD",810356,2823549.65,0,0
2021-07-01,QRL,"NHS HAMPSHIRE AND ISLE OF WIGHT INTEGRATED CARE BOARD",824323,4827763.15,0,0
2021-07-01,S0E4D,"NHS THAMES VALLEY INTEGRATED CARE BOARD",875052,4293251.65,0,0
2021-07-01,QKS,"NHS KENT AND MEDWAY INTEGRATED CARE BOARD",877197,4574771.69,0,0
2021-07-01,QF7,"NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD",899401,3602395.23,0,0
2021-07-01,D7T5G,"NHS ESSEX INTEGRATED CARE BOARD",965414,4504800.42,0,0
2021-07-01,QE1,"NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD",1025816,4230337.59,0,0
2021-07-01,T6Y0W,"NHS NORFOLK AND SUFFOLK INTEGRATED CARE BOARD",1039878,4492063.34,0,0
2021-07-01,QOQ,"NHS HUMBER AND NORTH YORKSHIRE INTEGRATED CARE BOARD",1053429,4465138.34,0,0
2021-07-01,S9B9J,"NHS SURREY AND SUSSEX INTEGRATED CARE BOARD",1203832,6734215,0,0
2021-07-01,QWO,"NHS WEST YORKSHIRE INTEGRATED CARE BOARD",1225907,5242440.31,0,0
2021-07-01,Z9B2Z,"NHS WEST AND NORTH LONDON INTEGRATED CARE BOARD",1386862,5774100.83,0,0
2021-07-01,QYG,"NHS CHESHIRE AND MERSEYSIDE INTEGRATED CARE BOARD",1417927,6700078,0,0
2021-07-01,S1Y5D,"NHS CENTRAL EAST INTEGRATED CARE BOARD",1436350,6329314.12,0,0
2021-07-01,QOP,"NHS GREATER MANCHESTER INTEGRATED CARE BOARD",1452606,6523248.65,0,0
2021-07-01,QHM,"NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD",2129253,7729606.89,0,0
2021-08-01,QOC,"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD",227088,1157367.78,0,0
2021-08-01,QSL,"NHS SOMERSET INTEGRATED CARE BOARD",273662,1477585.47,0,0
2021-08-01,QR1,"NHS GLOUCESTERSHIRE INTEGRATED CARE BOARD",328324,1531045.82,0,0
2021-08-01,QT6,"NHS CORNWALL AND THE ISLES OF SCILLY INTEGRATED CARE BOARD",345475,1585154.58,0,0
2021-08-01,QGH,"NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD",367668,2020339.44,0,0
2021-08-01,QUY,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",374742,2010350.89,0,0
2021-08-01,QVV,"NHS DORSET INTEGRATED CARE BOARD",381367,2138088.69,0,0
2021-08-01,QPM,"NHS NORTHAMPTONSHIRE INTEGRATED CARE BOARD",425646,1585483.89,0,0
2021-08-01,QOX,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",451233,2176566.58,0,0
2021-08-01,QWU,"NHS COVENTRY AND WARWICKSHIRE INTEGRATED CARE BOARD",471841,1937945.99,0,0
2021-08-01,QJ2,"NHS DERBY AND DERBYSHIRE INTEGRATED CARE BOARD",479420,2414071.92,0,0
2021-08-01,QHL,"NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD",506732,2572307.72,0,0
2021-08-01,QK1,"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND INTEGRATED CARE BOARD",548651,2307151.65,0,0
2021-08-01,QUA,"NHS BLACK COUNTRY INTEGRATED CARE BOARD",554349,2823893.16,0,0
2021-08-01,QWE,"NHS SOUTH WEST LONDON INTEGRATED CARE BOARD",561104,2222723.67,0,0
2021-08-01,QKK,"NHS SOUTH EAST LONDON INTEGRATED CARE BOARD",561710,2548523.79,0,0
2021-08-01,QT1,"NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD",561975,2471988,0,0
2021-08-01,QJM,"NHS LINCOLNSHIRE INTEGRATED CARE BOARD",579127,2249711.22,0,0
2021-08-01,QNC,"NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD",597763,2930475.71,0,0
2021-08-01,QJK,"NHS DEVON INTEGRATED CARE BOARD",631286,3033019.97,0,0
2021-08-01,QMF,"NHS NORTH EAST LONDON INTEGRATED CARE BOARD",777399,2687365,0,0
2021-08-01,QRL,"NHS HAMPSHIRE AND ISLE OF WIGHT INTEGRATED CARE BOARD",790631,4619533.32,0,0
2021-08-01,S0E4D,"NHS THAMES VALLEY INTEGRATED CARE BOARD",831279,4081801.45,0,0
2021-08-01,QKS,"NHS KENT AND MEDWAY INTEGRATED CARE BOARD",832498,4322448,0,0
2021-08-01,QF7,"NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD",856680,3413656.65,0,0
2021-08-01,D7T5G,"NHS ESSEX INTEGRATED CARE BOARD",929189,4339722.02,0,0
2021-08-01,QE1,"NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD",975731,4020252.91,0,0
2021-08-01,T6Y0W,"NHS NORFOLK AND SUFFOLK INTEGRATED CARE BOARD",990745,4257195.87,0,0
2021-08-01,QOQ,"NHS HUMBER AND NORTH YORKSHIRE INTEGRATED CARE BOARD",1017907,4315284.02,0,0
2021-08-01,S9B9J,"NHS SURREY AND SUSSEX INTEGRATED CARE BOARD",1153143,6505236.38,0,0
2021-08-01,QWO,"NHS WEST YORKSHIRE INTEGRATED CARE BOARD",1209455,5128411.72,0,0
2021-08-01,Z9B2Z,"NHS WEST AND NORTH LONDON INTEGRATED CARE BOARD",1312341,5399387.96,0,0
2021-08-01,QYG,"NHS CHESHIRE AND MERSEYSIDE INTEGRATED CARE BOARD",1358609,6399538.78,0,0
2021-08-01,S1Y5D,"NHS CENTRAL EAST INTEGRATED CARE BOARD",1369668,6015999.47,0,0
2021-08-01,QOP,"NHS GREATER MANCHESTER INTEGRATED CARE BOARD",1403234,6266796.63,0,0
2021-08-01,QHM,"NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD",2048706,7417105.78,0,0
2021-09-01,QOC,"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD",233619,1202137.11,0,0
2021-09-01,QSL,"NHS SOMERSET INTEGRATED CARE BOARD",289459,1578683.95,0,0
2021-09-01,QR1,"NHS GLOUCESTERSHIRE INTEGRATED CARE BOARD",340610,1593047.62,0,0
2021-09-01,QT6,"NHS CORNWALL AND THE ISLES OF SCILLY INTEGRATED CARE BOARD",363616,1651594.12,0,0
2021-09-01,QUY,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",384557,2062209.17,0,0
2021-09-01,QGH,"NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD",388312,2118794.97,0,0
2021-09-01,QVV,"NHS DORSET INTEGRATED CARE BOARD",396169,2213338.32,0,0
2021-09-01,QPM,"NHS NORTHAMPTONSHIRE INTEGRATED CARE BOARD",444773,1650558.26,0,0
2021-09-01,QOX,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",460685,2246003.97,0,0
2021-09-01,QWU,"NHS COVENTRY AND WARWICKSHIRE INTEGRATED CARE BOARD",489153,2024468.84,0,0
2021-09-01,QJ2,"NHS DERBY AND DERBYSHIRE INTEGRATED CARE BOARD",502570,2558421.2,0,0
2021-09-01,QHL,"NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD",526576,2678657.61,0,0
2021-09-01,QK1,"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND INTEGRATED CARE BOARD",568294,2417690.92,0,0
2021-09-01,QWE,"NHS SOUTH WEST LONDON INTEGRATED CARE BOARD",578921,2290109.83,0,0
2021-09-01,QT1,"NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD",581348,2555332.21,0,0
2021-09-01,QUA,"NHS BLACK COUNTRY INTEGRATED CARE BOARD",587487,2962720.23,0,0
2021-09-01,QKK,"NHS SOUTH EAST LONDON INTEGRATED CARE BOARD",589838,2690810.98,0,0
2021-09-01,QJM,"NHS LINCOLNSHIRE INTEGRATED CARE BOARD",606449,2344774.02,0,0
2021-09-01,QNC,"NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD",637400,3117901.85,0,0
2021-09-01,QJK,"NHS DEVON INTEGRATED CARE BOARD",649960,3150805.41,0,0
2021-09-01,QMF,"NHS NORTH EAST LONDON INTEGRATED CARE BOARD",802144,2796658.65,0,0
2021-09-01,QRL,"NHS HAMPSHIRE AND ISLE OF WIGHT INTEGRATED CARE BOARD",822219,4806328.76,0,0
2021-09-01,S0E4D,"NHS THAMES VALLEY INTEGRATED CARE BOARD",864068,4236115.47,0,0
2021-09-01,QKS,"NHS KENT AND MEDWAY INTEGRATED CARE BOARD",875186,4584522.17,0,0
2021-09-01,QF7,"NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD",886056,3553162.9,0,0
2021-09-01,D7T5G,"NHS ESSEX INTEGRATED CARE BOARD",969174,4536638.56,0,0
2021-09-01,T6Y0W,"NHS NORFOLK AND SUFFOLK INTEGRATED CARE BOARD",1031579,4432769.91,0,0
2021-09-01,QE1,"NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD",1034711,4260595.14,0,0
2021-09-01,QOQ,"NHS HUMBER AND NORTH YORKSHIRE INTEGRATED CARE BOARD",1062766,4517364.58,0,0
2021-09-01,S9B9J,"NHS SURREY AND SUSSEX INTEGRATED CARE BOARD",1186452,6669018.72,0,0
2021-09-01,QWO,"NHS WEST YORKSHIRE INTEGRATED CARE BOARD",1232890,5249785.19,0,0
2021-09-01,Z9B2Z,"NHS WEST AND NORTH LONDON INTEGRATED CARE BOARD",1373832,5770315.9,0,0
2021-09-01,S1Y5D,"NHS CENTRAL EAST INTEGRATED CARE BOARD",1414306,6237687.29,0,0
2021-09-01,QYG,"NHS CHESHIRE AND MERSEYSIDE INTEGRATED CARE BOARD",1414999,6689360.12,0,0
2021-09-01,QOP,"NHS GREATER MANCHESTER INTEGRATED CARE BOARD",1472625,6590139.75,0,0
2021-09-01,QHM,"NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD",2124722,7732637.91,0,0
2021-10-01,QOC,"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD",225037,1130560.69,0,0
2021-10-01,QSL,"NHS SOMERSET INTEGRATED CARE BOARD",270545,1446426.6,0,0
2021-10-01,QR1,"NHS GLOUCESTERSHIRE INTEGRATED CARE BOARD",320525,1485791.52,0,0
2021-10-01,QT6,"NHS CORNWALL AND THE ISLES OF SCILLY INTEGRATED CARE BOARD",340037,1546931.89,0,0
2021-10-01,QUY,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",362263,1924539.44,0,0
2021-10-01,QGH,"NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD",368818,1988572.99,0,0
2021-10-01,QVV,"NHS DORSET INTEGRATED CARE BOARD",375493,2063251.69,0,0
2021-10-01,QPM,"NHS NORTHAMPTONSHIRE INTEGRATED CARE BOARD",420846,1546857.9,0,0
2021-10-01,QOX,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",441233,2105969.59,0,0
2021-10-01,QWU,"NHS COVENTRY AND WARWICKSHIRE INTEGRATED CARE BOARD",464517,1892400.45,0,0
2021-10-01,QJ2,"NHS DERBY AND DERBYSHIRE INTEGRATED CARE BOARD",471230,2333558.79,0,0
2021-10-01,QHL,"NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD",508775,2540101.85,0,0
2021-10-01,QK1,"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND INTEGRATED CARE BOARD",542457,2255271.85,0,0
2021-10-01,QUA,"NHS BLACK COUNTRY INTEGRATED CARE BOARD",549316,2766131.58,0,0
2021-10-01,QT1,"NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD",562026,2434477.72,0,0
2021-10-01,QWE,"NHS SOUTH WEST LONDON INTEGRATED CARE BOARD",563392,2198290.72,0,0
2021-10-01,QKK,"NHS SOUTH EAST LONDON INTEGRATED CARE BOARD",570898,2539620.38,0,0
2021-10-01,QJM,"NHS LINCOLNSHIRE INTEGRATED CARE BOARD",575710,2206547.79,0,0
2021-10-01,QNC,"NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD",604177,2919801.99,0,0
2021-10-01,QJK,"NHS DEVON INTEGRATED CARE BOARD",622993,2951713.45,0,0
2021-10-01,QRL,"NHS HAMPSHIRE AND ISLE OF WIGHT INTEGRATED CARE BOARD",778557,4473778.48,0,0
2021-10-01,QMF,"NHS NORTH EAST LONDON INTEGRATED CARE BOARD",787371,2638349.69,0,0
2021-10-01,S0E4D,"NHS THAMES VALLEY INTEGRATED CARE BOARD",823074,3981699.02,0,0
2021-10-01,QKS,"NHS KENT AND MEDWAY INTEGRATED CARE BOARD",841953,4317356.76,0,0
2021-10-01,QF7,"NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD",859036,3357882.91,0,0
2021-10-01,D7T5G,"NHS ESSEX INTEGRATED CARE BOARD",919620,4236786.43,0,0
2021-10-01,QE1,"NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD",983526,3969852.95,0,0
2021-10-01,T6Y0W,"NHS NORFOLK AND SUFFOLK INTEGRATED CARE BOARD",995376,4208040.27,0,0
2021-10-01,QOQ,"NHS HUMBER AND NORTH YORKSHIRE INTEGRATED CARE BOARD",1009012,4215186.14,0,0
2021-10-01,S9B9J,"NHS SURREY AND SUSSEX INTEGRATED CARE BOARD",1148777,6333197.67,0,0
2021-10-01,QWO,"NHS WEST YORKSHIRE INTEGRATED CARE BOARD",1187791,4922622.55,0,0
2021-10-01,Z9B2Z,"NHS WEST AND NORTH LONDON INTEGRATED CARE BOARD",1328063,5393602.53,0,0
2021-10-01,QYG,"NHS CHESHIRE AND MERSEYSIDE INTEGRATED CARE BOARD",1354591,6270099.44,0,0
2021-10-01,S1Y5D,"NHS CENTRAL EAST INTEGRATED CARE BOARD",1366973,5909988.36,0,0
2021-10-01,QOP,"NHS GREATER MANCHESTER INTEGRATED CARE BOARD",1392069,6096785.96,0,0
2021-10-01,QHM,"NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD",2033368,7246967.57,0,0
2021-11-01,QOC,"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD",228169,1164341.49,0,0
2021-11-01,QSL,"NHS SOMERSET INTEGRATED CARE BOARD",284571,1543466.68,0,0
2021-11-01,QR1,"NHS GLOUCESTERSHIRE INTEGRATED CARE BOARD",349398,1615209.51,0,0
2021-11-01,QT6,"NHS CORNWALL AND THE ISLES OF SCILLY INTEGRATED CARE BOARD",355462,1596859.33,0,0
2021-11-01,QGH,"NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD",381140,2046842.92,0,0
2021-11-01,QUY,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",393415,2075583.68,0,0
2021-11-01,QVV,"NHS DORSET INTEGRATED CARE BOARD",396706,2207664.55,0,0
2021-11-01,QPM,"NHS NORTHAMPTONSHIRE INTEGRATED CARE BOARD",448679,1652768.27,0,0
2021-11-01,QOX,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",458883,2205084.75,0,0
2021-11-01,QWU,"NHS COVENTRY AND WARWICKSHIRE INTEGRATED CARE BOARD",491299,2002881.72,0,0
2021-11-01,QJ2,"NHS DERBY AND DERBYSHIRE INTEGRATED CARE BOARD",495744,2481118.33,0,0
2021-11-01,QHL,"NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD",528273,2630235.28,0,0
2021-11-01,QK1,"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND INTEGRATED CARE BOARD",567011,2373578.84,0,0
2021-11-01,QUA,"NHS BLACK COUNTRY INTEGRATED CARE BOARD",577351,2883570.35,0,0
2021-11-01,QT1,"NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD",577628,2519240.67,0,0
2021-11-01,QWE,"NHS SOUTH WEST LONDON INTEGRATED CARE BOARD",585414,2279496.52,0,0
2021-11-01,QKK,"NHS SOUTH EAST LONDON INTEGRATED CARE BOARD",590711,2679129.1,0,0
2021-11-01,QJM,"NHS LINCOLNSHIRE INTEGRATED CARE BOARD",597430,2300784.89,0,0
2021-11-01,QNC,"NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD",618801,3012484.66,0,0
2021-11-01,QJK,"NHS DEVON INTEGRATED CARE BOARD",657929,3157175.64,0,0
2021-11-01,QRL,"NHS HAMPSHIRE AND ISLE OF WIGHT INTEGRATED CARE BOARD",805017,4689980.25,0,0
2021-11-01,QMF,"NHS NORTH EAST LONDON INTEGRATED CARE BOARD",823684,2797055.73,0,0
2021-11-01,S0E4D,"NHS THAMES VALLEY INTEGRATED CARE BOARD",861104,4203514.57,0,0
2021-11-01,QKS,"NHS KENT AND MEDWAY INTEGRATED CARE BOARD",872009,4471935.22,0,0
2021-11-01,QF7,"NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD",890080,3525749.3,0,0
2021-11-01,D7T5G,"NHS ESSEX INTEGRATED CARE BOARD",948657,4388129.56,0,0
2021-11-01,T6Y0W,"NHS NORFOLK AND SUFFOLK INTEGRATED CARE BOARD",1020160,4371905.28,0,0
2021-11-01,QE1,"NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD",1020478,4157784.21,0,0
2021-11-01,QOQ,"NHS HUMBER AND NORTH YORKSHIRE INTEGRATED CARE BOARD",1055941,4441468.02,0,0
2021-11-01,S9B9J,"NHS SURREY AND SUSSEX INTEGRATED CARE BOARD",1202007,6684946.99,0,0
2021-11-01,QWO,"NHS WEST YORKSHIRE INTEGRATED CARE BOARD",1242459,5182656.8,0,0
2021-11-01,Z9B2Z,"NHS WEST AND NORTH LONDON INTEGRATED CARE BOARD",1366843,5603625.01,0,0
2021-11-01,QYG,"NHS CHESHIRE AND MERSEYSIDE INTEGRATED CARE BOARD",1407224,6566810.25,0,0
2021-11-01,S1Y5D,"NHS CENTRAL EAST INTEGRATED CARE BOARD",1426350,6207356.73,0,0
2021-11-01,QOP,"NHS GREATER MANCHESTER INTEGRATED CARE BOARD",1436943,6315495.6,0,0
2021-11-01,QHM,"NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD",2083468,7475430.06,0,0
2021-12-01,QOC,"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD",249326,1306603.89,0,0
2021-12-01,QSL,"NHS SOMERSET INTEGRATED CARE BOARD",309658,1707558.7,0,0
2021-12-01,QR1,"NHS GLOUCESTERSHIRE INTEGRATED CARE BOARD",355531,1700950.79,0,0
2021-12-01,QT6,"NHS CORNWALL AND THE ISLES OF SCILLY INTEGRATED CARE BOARD",380816,1760587.7,0,0
2021-12-01,QUY,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",404842,2207530.72,0,0
2021-12-01,QGH,"NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD",404870,2246444.63,0,0
2021-12-01,QVV,"NHS DORSET INTEGRATED CARE BOARD",422482,2391881.84,0,0
2021-12-01,QPM,"NHS NORTHAMPTONSHIRE INTEGRATED CARE BOARD",472019,1796861.45,0,0
2021-12-01,QOX,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",483729,2406596.22,0,0
2021-12-01,QWU,"NHS COVENTRY AND WARWICKSHIRE INTEGRATED CARE BOARD",516585,2182674.44,0,0
2021-12-01,QJ2,"NHS DERBY AND DERBYSHIRE INTEGRATED CARE BOARD",526761,2688404.35,0,0
2021-12-01,QHL,"NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD",545660,2811858.98,0,0
2021-12-01,QK1,"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND INTEGRATED CARE BOARD",595906,2578099.57,0,0
2021-12-01,QUA,"NHS BLACK COUNTRY INTEGRATED CARE BOARD",600901,3097303.91,0,0
2021-12-01,QKK,"NHS SOUTH EAST LONDON INTEGRATED CARE BOARD",602128,2781201.67,0,0
2021-12-01,QWE,"NHS SOUTH WEST LONDON INTEGRATED CARE BOARD",608469,2455276.42,0,0
2021-12-01,QT1,"NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD",618193,2740410.54,0,0
2021-12-01,QJM,"NHS LINCOLNSHIRE INTEGRATED CARE BOARD",626550,2465832.51,0,0
2021-12-01,QNC,"NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD",668765,3344826.16,0,0
2021-12-01,QJK,"NHS DEVON INTEGRATED CARE BOARD",688350,3327688.36,0,0
2021-12-01,QMF,"NHS NORTH EAST LONDON INTEGRATED CARE BOARD",820534,2866016.35,0,0
2021-12-01,QRL,"NHS HAMPSHIRE AND ISLE OF WIGHT INTEGRATED CARE BOARD",875308,5140090.25,0,0
2021-12-01,S0E4D,"NHS THAMES VALLEY INTEGRATED CARE BOARD",910128,4555742.57,0,0
2021-12-01,QKS,"NHS KENT AND MEDWAY INTEGRATED CARE BOARD",916777,4833579.48,0,0
2021-12-01,QF7,"NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD",942766,3794246.66,0,0
2021-12-01,D7T5G,"NHS ESSEX INTEGRATED CARE BOARD",1013678,4788095.27,0,0
2021-12-01,QE1,"NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD",1073559,4460476.26,0,0
2021-12-01,T6Y0W,"NHS NORFOLK AND SUFFOLK INTEGRATED CARE BOARD",1075952,4679981.12,0,0
2021-12-01,QOQ,"NHS HUMBER AND NORTH YORKSHIRE INTEGRATED CARE BOARD",1111058,4772358.24,0,0
2021-12-01,S9B9J,"NHS SURREY AND SUSSEX INTEGRATED CARE BOARD",1270653,7290851.19,0,0
2021-12-01,QWO,"NHS WEST YORKSHIRE INTEGRATED CARE BOARD",1292210,5555391.71,0,0
2021-12-01,Z9B2Z,"NHS WEST AND NORTH LONDON INTEGRATED CARE BOARD",1401465,5957407.67,0,0
2021-12-01,QYG,"NHS CHESHIRE AND MERSEYSIDE INTEGRATED CARE BOARD",1482783,7009147.37,0,0
2021-12-01,S1Y5D,"NHS CENTRAL EAST INTEGRATED CARE BOARD",1494241,6707041.26,0,0
2021-12-01,QOP,"NHS GREATER MANCHESTER INTEGRATED CARE BOARD",1518602,6799014.63,0,0
2021-12-01,QHM,"NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD",2226045,8235624.24,0,0
2022-01-01,QOC,"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD",228496,1163491.99,0,0
2022-01-01,QSL,"NHS SOMERSET INTEGRATED CARE BOARD",279226,1503857.96,0,0
2022-01-01,QR1,"NHS GLOUCESTERSHIRE INTEGRATED CARE BOARD",332507,1550367.34,0,0
2022-01-01,QT6,"NHS CORNWALL AND THE ISLES OF SCILLY INTEGRATED CARE BOARD",344893,1554026.62,0,0
2022-01-01,QGH,"NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD",375623,2005793.74,0,0
2022-01-01,QUY,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",379123,1991442.07,0,0
2022-01-01,QVV,"NHS DORSET INTEGRATED CARE BOARD",388014,2142942.56,0,0
2022-01-01,QPM,"NHS NORTHAMPTONSHIRE INTEGRATED CARE BOARD",432475,1585836.7,0,0
2022-01-01,QOX,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",451127,2178959.2,0,0
2022-01-01,QWU,"NHS COVENTRY AND WARWICKSHIRE INTEGRATED CARE BOARD",468611,1936420.71,0,0
2022-01-01,QJ2,"NHS DERBY AND DERBYSHIRE INTEGRATED CARE BOARD",487259,2421055.42,0,0
2022-01-01,QHL,"NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD",520124,2579049.17,0,0
2022-01-01,QK1,"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND INTEGRATED CARE BOARD",555448,2329011.29,0,0
2022-01-01,QUA,"NHS BLACK COUNTRY INTEGRATED CARE BOARD",566937,2790113.1,0,0
2022-01-01,QT1,"NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD",571214,2491655.26,0,0
2022-01-01,QWE,"NHS SOUTH WEST LONDON INTEGRATED CARE BOARD",587272,2223716.93,0,0
2022-01-01,QKK,"NHS SOUTH EAST LONDON INTEGRATED CARE BOARD",587650,2590096.27,0,0
