date,id,name,y_items,y_actual_cost,x_items,x_actual_cost
2021-07-01,QOC,"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD",40174,920692.62,0,0
2021-07-01,QSL,"NHS SOMERSET INTEGRATED CARE BOARD",44411,927659.39,0,0
2021-07-01,QR1,"NHS GLOUCESTERSHIRE INTEGRATED CARE BOARD",51596,1021623.99,0,0
2021-07-01,QT6,"NHS CORNWALL AND THE ISLES OF SCILLY INTEGRATED CARE BOARD",51922,964632.71,0,0
2021-07-01,QGH,"NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD",60102,1343362.98,0,0
2021-07-01,QVV,"NHS DORSET INTEGRATED CARE BOARD",61654,1462418.91,0,0
2021-07-01,QUY,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",68579,1539887.86,0,0
2021-07-01,QPM,"NHS NORTHAMPTONSHIRE INTEGRATED CARE BOARD",72402,1252795.93,0,0
2021-07-01,QOX,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",78507,1467294.84,0,0
2021-07-01,QJ2,"NHS DERBY AND DERBYSHIRE INTEGRATED CARE BOARD",84222,1623723.78,0,0
2021-07-01,QWU,"NHS COVENTRY AND WARWICKSHIRE INTEGRATED CARE BOARD",88674,1744941.59,0,0
2021-07-01,QJM,"NHS LINCOLNSHIRE INTEGRATED CARE BOARD",94315,1624505.22,0,0
2021-07-01,QJK,"NHS DEVON INTEGRATED CARE BOARD",96438,1847416.46,0,0
2021-07-01,QT1,"NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD",102830,1847919.3,0,0
2021-07-01,QNC,"NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD",112299,2143787.36,0,0
2021-07-01,QK1,"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND INTEGRATED CARE BOARD",115150,2133884.64,0,0
2021-07-01,QWE,"NHS SOUTH WEST LONDON INTEGRATED CARE BOARD",122827,2128049.55,0,0
2021-07-01,QUA,"NHS BLACK COUNTRY INTEGRATED CARE BOARD",125170,2692373.08,0,0
2021-07-01,QHL,"NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD",130174,2910694.94,0,0
2021-07-01,QKK,"NHS SOUTH EAST LONDON INTEGRATED CARE BOARD",134604,2616522.48,0,0
2021-07-01,QRL,"NHS HAMPSHIRE AND ISLE OF WIGHT INTEGRATED CARE BOARD",144263,3688422.41,0,0
2021-07-01,QF7,"NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD",152739,2790695.53,0,0
2021-07-01,S0E4D,"NHS THAMES VALLEY INTEGRATED CARE BOARD",154836,3117338.07,0,0
2021-07-01,QKS,"NHS KENT AND MEDWAY INTEGRATED CARE BOARD",156027,3472221.05,0,0
2021-07-01,QOQ,"NHS HUMBER AND NORTH YORKSHIRE INTEGRATED CARE BOARD",160304,3086374.19,0,0
2021-07-01,T6Y0W,"NHS NORFOLK AND SUFFOLK INTEGRATED CARE BOARD",160561,2906786.93,0,0
2021-07-01,QE1,"NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD",162039,2971916.81,0,0
2021-07-01,D7T5G,"NHS ESSEX INTEGRATED CARE BOARD",164727,3340824.23,0,0
2021-07-01,S9B9J,"NHS SURREY AND SUSSEX INTEGRATED CARE BOARD",194646,4638674.74,0,0
2021-07-01,QYG,"NHS CHESHIRE AND MERSEYSIDE INTEGRATED CARE BOARD",226600,4542572.81,0,0
2021-07-01,QMF,"NHS NORTH EAST LONDON INTEGRATED CARE BOARD",230707,3881101.92,0,0
2021-07-01,QWO,"NHS WEST YORKSHIRE INTEGRATED CARE BOARD",237244,4091294.96,0,0
2021-07-01,S1Y5D,"NHS CENTRAL EAST INTEGRATED CARE BOARD",262471,4851553.65,0,0
2021-07-01,QOP,"NHS GREATER MANCHESTER INTEGRATED CARE BOARD",284474,5410718.9,0,0
2021-07-01,QHM,"NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD",314095,4918919.3,0,0
2021-07-01,Z9B2Z,"NHS WEST AND NORTH LONDON INTEGRATED CARE BOARD",348574,6297779.49,0,0
2021-08-01,QOC,"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD",37920,853064.05,0,0
2021-08-01,QSL,"NHS SOMERSET INTEGRATED CARE BOARD",40803,861050.22,0,0
2021-08-01,QR1,"NHS GLOUCESTERSHIRE INTEGRATED CARE BOARD",49540,962954.78,0,0
2021-08-01,QT6,"NHS CORNWALL AND THE ISLES OF SCILLY INTEGRATED CARE BOARD",49640,929539.93,0,0
2021-08-01,QGH,"NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD",57385,1283842.66,0,0
2021-08-01,QVV,"NHS DORSET INTEGRATED CARE BOARD",58069,1360570.7,0,0
2021-08-01,QUY,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",64788,1457624.7,0,0
2021-08-01,QPM,"NHS NORTHAMPTONSHIRE INTEGRATED CARE BOARD",68514,1178664.81,0,0
2021-08-01,QOX,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",73709,1378774.43,0,0
2021-08-01,QJ2,"NHS DERBY AND DERBYSHIRE INTEGRATED CARE BOARD",79415,1526192.78,0,0
2021-08-01,QWU,"NHS COVENTRY AND WARWICKSHIRE INTEGRATED CARE BOARD",85397,1668081.67,0,0
2021-08-01,QJM,"NHS LINCOLNSHIRE INTEGRATED CARE BOARD",90542,1554805.05,0,0
2021-08-01,QJK,"NHS DEVON INTEGRATED CARE BOARD",92811,1782774.48,0,0
2021-08-01,QT1,"NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD",98509,1754261.34,0,0
2021-08-01,QNC,"NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD",104844,1979842.32,0,0
2021-08-01,QK1,"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND INTEGRATED CARE BOARD",111200,2045277.29,0,0
2021-08-01,QWE,"NHS SOUTH WEST LONDON INTEGRATED CARE BOARD",116304,1989570.42,0,0
2021-08-01,QUA,"NHS BLACK COUNTRY INTEGRATED CARE BOARD",120329,2554134.83,0,0
2021-08-01,QHL,"NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD",125892,2805295.56,0,0
2021-08-01,QKK,"NHS SOUTH EAST LONDON INTEGRATED CARE BOARD",128768,2476419.44,0,0
2021-08-01,QRL,"NHS HAMPSHIRE AND ISLE OF WIGHT INTEGRATED CARE BOARD",137108,3495023.26,0,0
2021-08-01,QF7,"NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD",144967,2640679.34,0,0
2021-08-01,S0E4D,"NHS THAMES VALLEY INTEGRATED CARE BOARD",147009,2936431.93,0,0
2021-08-01,QKS,"NHS KENT AND MEDWAY INTEGRATED CARE BOARD",147479,3273930.86,0,0
2021-08-01,T6Y0W,"NHS NORFOLK AND SUFFOLK INTEGRATED CARE BOARD",152391,2743685.69,0,0
2021-08-01,QE1,"NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD",154910,2849743.94,0,0
2021-08-01,QOQ,"NHS HUMBER AND NORTH YORKSHIRE INTEGRATED CARE BOARD",155027,2989145.23,0,0
2021-08-01,D7T5G,"NHS ESSEX INTEGRATED CARE BOARD",158094,3189295.99,0,0
2021-08-01,S9B9J,"NHS SURREY AND SUSSEX INTEGRATED CARE BOARD",185999,4411605.99,0,0
2021-08-01,QYG,"NHS CHESHIRE AND MERSEYSIDE INTEGRATED CARE BOARD",218266,4383289.13,0,0
2021-08-01,QMF,"NHS NORTH EAST LONDON INTEGRATED CARE BOARD",222820,3694283.42,0,0
2021-08-01,QWO,"NHS WEST YORKSHIRE INTEGRATED CARE BOARD",232612,3979445.6,0,0
2021-08-01,S1Y5D,"NHS CENTRAL EAST INTEGRATED CARE BOARD",250008,4580611.41,0,0
2021-08-01,QOP,"NHS GREATER MANCHESTER INTEGRATED CARE BOARD",275877,5244239.39,0,0
2021-08-01,QHM,"NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD",302051,4672145.02,0,0
2021-08-01,Z9B2Z,"NHS WEST AND NORTH LONDON INTEGRATED CARE BOARD",327373,5828375.05,0,0
2021-09-01,QOC,"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD",39819,917462.31,0,0
2021-09-01,QSL,"NHS SOMERSET INTEGRATED CARE BOARD",43709,921610.84,0,0
2021-09-01,QR1,"NHS GLOUCESTERSHIRE INTEGRATED CARE BOARD",51287,1006017.35,0,0
2021-09-01,QT6,"NHS CORNWALL AND THE ISLES OF SCILLY INTEGRATED CARE BOARD",52024,977705.63,0,0
2021-09-01,QVV,"NHS DORSET INTEGRATED CARE BOARD",60282,1437445,0,0
2021-09-01,QGH,"NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD",60869,1374766.1,0,0
2021-09-01,QUY,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",67596,1524130.33,0,0
2021-09-01,QPM,"NHS NORTHAMPTONSHIRE INTEGRATED CARE BOARD",71961,1261756.21,0,0
2021-09-01,QOX,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",76059,1445975.2,0,0
2021-09-01,QJ2,"NHS DERBY AND DERBYSHIRE INTEGRATED CARE BOARD",82581,1614115.44,0,0
2021-09-01,QWU,"NHS COVENTRY AND WARWICKSHIRE INTEGRATED CARE BOARD",88748,1746686.59,0,0
2021-09-01,QJM,"NHS LINCOLNSHIRE INTEGRATED CARE BOARD",95121,1638315.49,0,0
2021-09-01,QJK,"NHS DEVON INTEGRATED CARE BOARD",95181,1851306.56,0,0
2021-09-01,QT1,"NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD",101730,1835542.06,0,0
2021-09-01,QNC,"NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD",113311,2168830.5,0,0
2021-09-01,QK1,"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND INTEGRATED CARE BOARD",116176,2156393.22,0,0
2021-09-01,QWE,"NHS SOUTH WEST LONDON INTEGRATED CARE BOARD",121269,2132445.49,0,0
2021-09-01,QUA,"NHS BLACK COUNTRY INTEGRATED CARE BOARD",129212,2808821.42,0,0
2021-09-01,QHL,"NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD",131971,2984634.84,0,0
2021-09-01,QKK,"NHS SOUTH EAST LONDON INTEGRATED CARE BOARD",135898,2640500.01,0,0
2021-09-01,QRL,"NHS HAMPSHIRE AND ISLE OF WIGHT INTEGRATED CARE BOARD",142709,3663633.4,0,0
2021-09-01,QF7,"NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD",149728,2767642.63,0,0
2021-09-01,S0E4D,"NHS THAMES VALLEY INTEGRATED CARE BOARD",152306,3067978.04,0,0
2021-09-01,QKS,"NHS KENT AND MEDWAY INTEGRATED CARE BOARD",155623,3465509.05,0,0
2021-09-01,T6Y0W,"NHS NORFOLK AND SUFFOLK INTEGRATED CARE BOARD",159272,2883196.25,0,0
2021-09-01,QOQ,"NHS HUMBER AND NORTH YORKSHIRE INTEGRATED CARE BOARD",162124,3145898.06,0,0
2021-09-01,QE1,"NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD",163608,3027762.14,0,0
2021-09-01,D7T5G,"NHS ESSEX INTEGRATED CARE BOARD",164857,3343870.5,0,0
2021-09-01,S9B9J,"NHS SURREY AND SUSSEX INTEGRATED CARE BOARD",191515,4590250.91,0,0
2021-09-01,QYG,"NHS CHESHIRE AND MERSEYSIDE INTEGRATED CARE BOARD",226682,4571680.34,0,0
2021-09-01,QMF,"NHS NORTH EAST LONDON INTEGRATED CARE BOARD",229755,3886954.2,0,0
2021-09-01,QWO,"NHS WEST YORKSHIRE INTEGRATED CARE BOARD",238595,4160835.5,0,0
2021-09-01,S1Y5D,"NHS CENTRAL EAST INTEGRATED CARE BOARD",258586,4772013.07,0,0
2021-09-01,QOP,"NHS GREATER MANCHESTER INTEGRATED CARE BOARD",288500,5551576.53,0,0
2021-09-01,QHM,"NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD",313573,4930318.42,0,0
2021-09-01,Z9B2Z,"NHS WEST AND NORTH LONDON INTEGRATED CARE BOARD",345814,6302701.82,0,0
2021-10-01,QOC,"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD",37880,861816.84,0,0
2021-10-01,QSL,"NHS SOMERSET INTEGRATED CARE BOARD",40813,855835.46,0,0
2021-10-01,QR1,"NHS GLOUCESTERSHIRE INTEGRATED CARE BOARD",48058,939036.47,0,0
2021-10-01,QT6,"NHS CORNWALL AND THE ISLES OF SCILLY INTEGRATED CARE BOARD",49005,923538.42,0,0
2021-10-01,QVV,"NHS DORSET INTEGRATED CARE BOARD",57656,1364292.1,0,0
2021-10-01,QGH,"NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD",58020,1312119.41,0,0
2021-10-01,QUY,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",62939,1418963.95,0,0
2021-10-01,QPM,"NHS NORTHAMPTONSHIRE INTEGRATED CARE BOARD",68413,1203901.19,0,0
2021-10-01,QOX,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",73013,1372099.9,0,0
2021-10-01,QJ2,"NHS DERBY AND DERBYSHIRE INTEGRATED CARE BOARD",77536,1510633.09,0,0
2021-10-01,QWU,"NHS COVENTRY AND WARWICKSHIRE INTEGRATED CARE BOARD",85172,1661880.98,0,0
2021-10-01,QJM,"NHS LINCOLNSHIRE INTEGRATED CARE BOARD",90177,1547095.95,0,0
2021-10-01,QJK,"NHS DEVON INTEGRATED CARE BOARD",92186,1778869.74,0,0
2021-10-01,QT1,"NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD",99130,1772829.39,0,0
2021-10-01,QNC,"NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD",106563,2027358.58,0,0
2021-10-01,QK1,"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND INTEGRATED CARE BOARD",111045,2050424.38,0,0
2021-10-01,QWE,"NHS SOUTH WEST LONDON INTEGRATED CARE BOARD",116983,2008581.63,0,0
2021-10-01,QUA,"NHS BLACK COUNTRY INTEGRATED CARE BOARD",119694,2573845.29,0,0
2021-10-01,QHL,"NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD",127683,2850408.23,0,0
2021-10-01,QKK,"NHS SOUTH EAST LONDON INTEGRATED CARE BOARD",132175,2528737.34,0,0
2021-10-01,QRL,"NHS HAMPSHIRE AND ISLE OF WIGHT INTEGRATED CARE BOARD",136071,3483463.45,0,0
2021-10-01,QF7,"NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD",146300,2696600.62,0,0
2021-10-01,S0E4D,"NHS THAMES VALLEY INTEGRATED CARE BOARD",146341,2933640.84,0,0
2021-10-01,QKS,"NHS KENT AND MEDWAY INTEGRATED CARE BOARD",149335,3319731.1,0,0
2021-10-01,QOQ,"NHS HUMBER AND NORTH YORKSHIRE INTEGRATED CARE BOARD",153154,2962620.3,0,0
2021-10-01,T6Y0W,"NHS NORFOLK AND SUFFOLK INTEGRATED CARE BOARD",153752,2769831.08,0,0
2021-10-01,QE1,"NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD",157954,2907244.76,0,0
2021-10-01,D7T5G,"NHS ESSEX INTEGRATED CARE BOARD",158279,3212926.96,0,0
2021-10-01,S9B9J,"NHS SURREY AND SUSSEX INTEGRATED CARE BOARD",186427,4439531.87,0,0
2021-10-01,QYG,"NHS CHESHIRE AND MERSEYSIDE INTEGRATED CARE BOARD",218186,4403870.79,0,0
2021-10-01,QMF,"NHS NORTH EAST LONDON INTEGRATED CARE BOARD",227990,3795532.28,0,0
2021-10-01,QWO,"NHS WEST YORKSHIRE INTEGRATED CARE BOARD",231192,3936853.85,0,0
2021-10-01,S1Y5D,"NHS CENTRAL EAST INTEGRATED CARE BOARD",251188,4630386.52,0,0
2021-10-01,QOP,"NHS GREATER MANCHESTER INTEGRATED CARE BOARD",275591,5261031.22,0,0
2021-10-01,QHM,"NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD",301132,4710319.41,0,0
2021-10-01,Z9B2Z,"NHS WEST AND NORTH LONDON INTEGRATED CARE BOARD",335692,6058708.57,0,0
2021-11-01,QOC,"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD",38628,891448.92,0,0
2021-11-01,QSL,"NHS SOMERSET INTEGRATED CARE BOARD",43234,914332.85,0,0
2021-11-01,QT6,"NHS CORNWALL AND THE ISLES OF SCILLY INTEGRATED CARE BOARD",51173,968461.19,0,0
2021-11-01,QR1,"NHS GLOUCESTERSHIRE INTEGRATED CARE BOARD",53147,1040176.04,0,0
2021-11-01,QGH,"NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD",59813,1360945.06,0,0
2021-11-01,QVV,"NHS DORSET INTEGRATED CARE BOARD",60647,1422478.2,0,0
2021-11-01,QUY,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",69034,1568275.35,0,0
2021-11-01,QPM,"NHS NORTHAMPTONSHIRE INTEGRATED CARE BOARD",72307,1270585.67,0,0
2021-11-01,QOX,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",75914,1441929.64,0,0
2021-11-01,QJ2,"NHS DERBY AND DERBYSHIRE INTEGRATED CARE BOARD",82559,1610453.01,0,0
2021-11-01,QWU,"NHS COVENTRY AND WARWICKSHIRE INTEGRATED CARE BOARD",89726,1766691.4,0,0
2021-11-01,QJM,"NHS LINCOLNSHIRE INTEGRATED CARE BOARD",93885,1626424.21,0,0
2021-11-01,QJK,"NHS DEVON INTEGRATED CARE BOARD",95853,1855158.84,0,0
2021-11-01,QT1,"NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD",101668,1829671.23,0,0
2021-11-01,QNC,"NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD",110298,2113164.12,0,0
2021-11-01,QK1,"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND INTEGRATED CARE BOARD",116679,2178034.08,0,0
2021-11-01,QWE,"NHS SOUTH WEST LONDON INTEGRATED CARE BOARD",122698,2127998.18,0,0
2021-11-01,QUA,"NHS BLACK COUNTRY INTEGRATED CARE BOARD",125969,2698602.7,0,0
2021-11-01,QHL,"NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD",131585,2975983.99,0,0
2021-11-01,QKK,"NHS SOUTH EAST LONDON INTEGRATED CARE BOARD",136331,2659290.91,0,0
2021-11-01,QRL,"NHS HAMPSHIRE AND ISLE OF WIGHT INTEGRATED CARE BOARD",140024,3605950.39,0,0
2021-11-01,QF7,"NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD",151041,2763818.48,0,0
2021-11-01,S0E4D,"NHS THAMES VALLEY INTEGRATED CARE BOARD",153007,3091110.18,0,0
2021-11-01,QKS,"NHS KENT AND MEDWAY INTEGRATED CARE BOARD",154205,3428358.07,0,0
2021-11-01,T6Y0W,"NHS NORFOLK AND SUFFOLK INTEGRATED CARE BOARD",157274,2837837.29,0,0
2021-11-01,QOQ,"NHS HUMBER AND NORTH YORKSHIRE INTEGRATED CARE BOARD",160933,3100228.42,0,0
2021-11-01,QE1,"NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD",161751,2993242.54,0,0
2021-11-01,D7T5G,"NHS ESSEX INTEGRATED CARE BOARD",162677,3320597.29,0,0
2021-11-01,S9B9J,"NHS SURREY AND SUSSEX INTEGRATED CARE BOARD",193524,4632523.81,0,0
2021-11-01,QYG,"NHS CHESHIRE AND MERSEYSIDE INTEGRATED CARE BOARD",226635,4592742.25,0,0
2021-11-01,QMF,"NHS NORTH EAST LONDON INTEGRATED CARE BOARD",238342,4046381.41,0,0
2021-11-01,QWO,"NHS WEST YORKSHIRE INTEGRATED CARE BOARD",240576,4151531.84,0,0
2021-11-01,S1Y5D,"NHS CENTRAL EAST INTEGRATED CARE BOARD",263269,4854783.78,0,0
2021-11-01,QOP,"NHS GREATER MANCHESTER INTEGRATED CARE BOARD",284713,5479389.06,0,0
2021-11-01,QHM,"NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD",308684,4824362.01,0,0
2021-11-01,Z9B2Z,"NHS WEST AND NORTH LONDON INTEGRATED CARE BOARD",345434,6293476.29,0,0
2021-12-01,QOC,"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD",41985,985240.2,0,0
2021-12-01,QSL,"NHS SOMERSET INTEGRATED CARE BOARD",47438,1021792.84,0,0
2021-12-01,QR1,"NHS GLOUCESTERSHIRE INTEGRATED CARE BOARD",54533,1089932.99,0,0
2021-12-01,QT6,"NHS CORNWALL AND THE ISLES OF SCILLY INTEGRATED CARE BOARD",55593,1060386.68,0,0
2021-12-01,QGH,"NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD",63623,1457887.93,0,0
2021-12-01,QVV,"NHS DORSET INTEGRATED CARE BOARD",65500,1567790.83,0,0
2021-12-01,QUY,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",70850,1642078.55,0,0
2021-12-01,QPM,"NHS NORTHAMPTONSHIRE INTEGRATED CARE BOARD",76410,1361197.55,0,0
2021-12-01,QOX,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",80748,1561219.15,0,0
2021-12-01,QJ2,"NHS DERBY AND DERBYSHIRE INTEGRATED CARE BOARD",87425,1712475.46,0,0
2021-12-01,QWU,"NHS COVENTRY AND WARWICKSHIRE INTEGRATED CARE BOARD",95165,1893025.7,0,0
2021-12-01,QJM,"NHS LINCOLNSHIRE INTEGRATED CARE BOARD",99560,1760613.3,0,0
2021-12-01,QJK,"NHS DEVON INTEGRATED CARE BOARD",102640,2019201.44,0,0
2021-12-01,QT1,"NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD",108726,1969229.04,0,0
2021-12-01,QNC,"NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD",119078,2294593.58,0,0
2021-12-01,QK1,"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND INTEGRATED CARE BOARD",122435,2306989.91,0,0
2021-12-01,QWE,"NHS SOUTH WEST LONDON INTEGRATED CARE BOARD",127663,2255884.75,0,0
2021-12-01,QUA,"NHS BLACK COUNTRY INTEGRATED CARE BOARD",132918,2928431.07,0,0
2021-12-01,QHL,"NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD",135751,3090317.41,0,0
2021-12-01,QKK,"NHS SOUTH EAST LONDON INTEGRATED CARE BOARD",140125,2739872.92,0,0
2021-12-01,QRL,"NHS HAMPSHIRE AND ISLE OF WIGHT INTEGRATED CARE BOARD",154001,4009870.37,0,0
2021-12-01,QF7,"NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD",160460,3013085.2,0,0
2021-12-01,QKS,"NHS KENT AND MEDWAY INTEGRATED CARE BOARD",163332,3675868.85,0,0
2021-12-01,S0E4D,"NHS THAMES VALLEY INTEGRATED CARE BOARD",163580,3357351.71,0,0
2021-12-01,T6Y0W,"NHS NORFOLK AND SUFFOLK INTEGRATED CARE BOARD",167050,3065227.26,0,0
2021-12-01,QOQ,"NHS HUMBER AND NORTH YORKSHIRE INTEGRATED CARE BOARD",170874,3357974.25,0,0
2021-12-01,QE1,"NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD",172690,3241419.63,0,0
2021-12-01,D7T5G,"NHS ESSEX INTEGRATED CARE BOARD",175395,3629621.61,0,0
2021-12-01,S9B9J,"NHS SURREY AND SUSSEX INTEGRATED CARE BOARD",207384,5037472.67,0,0
2021-12-01,QMF,"NHS NORTH EAST LONDON INTEGRATED CARE BOARD",236978,4006662.12,0,0
2021-12-01,QYG,"NHS CHESHIRE AND MERSEYSIDE INTEGRATED CARE BOARD",238403,4863048.62,0,0
2021-12-01,QWO,"NHS WEST YORKSHIRE INTEGRATED CARE BOARD",250413,4369510.35,0,0
2021-12-01,S1Y5D,"NHS CENTRAL EAST INTEGRATED CARE BOARD",276208,5179264.76,0,0
2021-12-01,QOP,"NHS GREATER MANCHESTER INTEGRATED CARE BOARD",300615,5814780.6,0,0
2021-12-01,QHM,"NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD",331638,5327360.37,0,0
2021-12-01,Z9B2Z,"NHS WEST AND NORTH LONDON INTEGRATED CARE BOARD",351455,6411474.16,0,0
2022-01-01,QOC,"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD",38978,888099.35,0,0
2022-01-01,QSL,"NHS SOMERSET INTEGRATED CARE BOARD",42111,891749.14,0,0
2022-01-01,QT6,"NHS CORNWALL AND THE ISLES OF SCILLY INTEGRATED CARE BOARD",49706,927258.66,0,0
2022-01-01,QR1,"NHS GLOUCESTERSHIRE INTEGRATED CARE BOARD",50797,998506.58,0,0
2022-01-01,QGH,"NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD",59606,1349595.34,0,0
2022-01-01,QVV,"NHS DORSET INTEGRATED CARE BOARD",59844,1401565.41,0,0
2022-01-01,QUY,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",67200,1521066.1,0,0
2022-01-01,QPM,"NHS NORTHAMPTONSHIRE INTEGRATED CARE BOARD",70400,1246079.46,0,0
2022-01-01,QOX,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",75346,1436786,0,0
2022-01-01,QJ2,"NHS DERBY AND DERBYSHIRE INTEGRATED CARE BOARD",81397,1583297.57,0,0
2022-01-01,QWU,"NHS COVENTRY AND WARWICKSHIRE INTEGRATED CARE BOARD",86326,1703842.61,0,0
2022-01-01,QJM,"NHS LINCOLNSHIRE INTEGRATED CARE BOARD",92856,1614171.21,0,0
2022-01-01,QJK,"NHS DEVON INTEGRATED CARE BOARD",93776,1813213.07,0,0
2022-01-01,QT1,"NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD",100804,1810782.86,0,0
2022-01-01,QNC,"NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD",109493,2088620.52,0,0
2022-01-01,QK1,"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND INTEGRATED CARE BOARD",114402,2132156.31,0,0
2022-01-01,QWE,"NHS SOUTH WEST LONDON INTEGRATED CARE BOARD",123450,2124372.66,0,0
2022-01-01,QUA,"NHS BLACK COUNTRY INTEGRATED CARE BOARD",126329,2707645.57,0,0
2022-01-01,QHL,"NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD",130602,2926766.74,0,0
