Indicator ID,Indicator Name,Parent Code,Parent Name,Area Code,Area Name,Area Type,Sex,Age,Category Type,Category,Time period,Value,Lower CI 95.0 limit,Upper CI 95.0 limit,Lower CI 99.8 limit,Upper CI 99.8 limit,Count,Denominator,Value note,Recent Trend,Compared to England value or percentiles,Compared to percentiles,Time period Sortable,New data,Compared to goal,Time period range
93881,"Obesity prevalence in adults, (using adjusted self-reported height and weight)",,,E92000001,England,England,Male,18+ yrs,,,2015/16,23.12774,22.83565,23.42407,22.66679,23.59676,,78176,,,Not compared,Not compared,20150000,,,1y
93881,"Obesity prevalence in adults, (using adjusted self-reported height and weight)",,,E92000001,England,England,Female,18+ yrs,,,2015/16,22.10238,21.83459,22.37209,21.68257,22.52408,,92097,,,Not compared,Not compared,20150000,,,1y
93881,"Obesity prevalence in adults, (using adjusted self-reported height and weight)",,,E92000001,England,England,Persons,85+ yrs,,,2015/16,20.52861,19.17933,21.91489,18.35866,22.6748,,3290,,,Not compared,Not compared,20150000,,,1y
93881,"Obesity prevalence in adults, (using adjusted self-reported height and weight)",,,E92000001,England,England,Persons,25-34 yrs,,,2015/16,17.07362,16.55593,17.60214,16.29314,17.89965,,20168,,,Not compared,Not compared,20150000,,,1y
93881,"Obesity prevalence in adults, (using adjusted self-reported height and weight)",,,E92000001,England,England,Persons,35-44 yrs,,,2015/16,21.12111,20.62909,21.61333,20.39062,21.91606,,26419,,,Not compared,Not compared,20150000,,,1y
93881,"Obesity prevalence in adults, (using adjusted self-reported height and weight)",,,E92000001,England,England,Persons,45-54 yrs,,,2015/16,26.55931,26.06321,27.05941,25.73555,27.35728,,30215,,,Not compared,Not compared,20150000,,,1y
93881,"Obesity prevalence in adults, (using adjusted self-reported height and weight)",,,E92000001,England,England,Persons,55-64 yrs,,,2015/16,29.04678,28.56975,29.52782,28.268,29.79142,,34134,,,Not compared,Not compared,20150000,,,1y
93881,"Obesity prevalence in adults, (using adjusted self-reported height and weight)",,,E92000001,England,England,Persons,65-74 yrs,,,2015/16,27.37631,26.89638,27.84649,26.61549,28.12165,,34525,,,Not compared,Not compared,20150000,,,1y
93881,"Obesity prevalence in adults, (using adjusted self-reported height and weight)",,,E92000001,England,England,Persons,75-84 yrs,,,2015/16,26.17842,25.44938,26.89876,24.99467,27.30374,,14075,,,Not compared,Not compared,20150000,,,1y
93881,"Obesity prevalence in adults, (using adjusted self-reported height and weight)",,,E92000001,England,England,Persons,18+ yrs,,,2015/16,22.6262,22.42869,22.82922,22.33883,22.94786,,170273,,,Not compared,Not compared,20150000,,,1y
93881,"Obesity prevalence in adults, (using adjusted self-reported height and weight)",,,E92000001,England,England,Persons,18+ yrs,Working status,Inactive,2015/16,27.95943,27.60671,28.30812,27.39595,28.50785,,63586,,,Worse,Not compared,20150000,,,1y
93881,"Obesity prevalence in adults, (using adjusted self-reported height and weight)",,,E92000001,England,England,Persons,18+ yrs,Working status,Unemployed,2015/16,32.118,30.733,33.56081,30.02679,34.41384,,4103,,,Worse,Not compared,20150000,,,1y
