Indicator ID,Indicator Name,Parent Code,Parent Name,Area Code,Area Name,Area Type,Sex,Age,Category Type,Category,Time period,Value,Lower CI 95.0 limit,Upper CI 95.0 limit,Lower CI 99.8 limit,Upper CI 99.8 limit,Count,Denominator,Value note,Recent Trend,Compared to England value or percentiles,Compared to percentiles,Time period Sortable,New data,Compared to goal,Time period range
91547,Smoking prevalence in adults (aged 15 and over) - current smokers (QOF),,,E92000001,England,England,Persons,15+ yrs,,,2013/14,19.1707652617216,19.1594667411302,19.1820688641797,,,8935216,46608551.500242,,,Not compared,Not compared,20130000,,,1y
91547,Smoking prevalence in adults (aged 15 and over) - current smokers (QOF),E92000001,England,E92000001,England,England,Persons,15+ yrs,,,2013/14,19.1707652617216,19.1594667411302,19.1820688641797,,,8935216,46608551.500242,,,Similar,Not compared,20130000,,,1y
91547,Smoking prevalence in adults (aged 15 and over) - current smokers (QOF),,,E92000001,England,England,Persons,15+ yrs,,,2014/15,18.6432917327135,18.6321607031653,18.6544278875123,,,8763228,47004724.9468456,,,Not compared,Not compared,20140000,,,1y
91547,Smoking prevalence in adults (aged 15 and over) - current smokers (QOF),E92000001,England,E92000001,England,England,Persons,15+ yrs,,,2014/15,18.6432917327135,18.6321607031653,18.6544278875123,,,8763228,47004724.9468456,,,Similar,Not compared,20140000,,,1y
91547,Smoking prevalence in adults (aged 15 and over) - current smokers (QOF),,,E92000001,England,England,Persons,Not applicable,,,2015/16,18.0822735608919,18.0713405110528,18.0932117644217,,,8603849,47581677.0,,,Not compared,Not compared,20150000,,,1y
91547,Smoking prevalence in adults (aged 15 and over) - current smokers (QOF),,,E92000001,England,England,Persons,15+ yrs,,,2015/16,18.0822735608919,18.0713405110528,18.0932117644217,,,8603849,47581677.0,,,Not compared,Not compared,20150000,,,1y
91547,Smoking prevalence in adults (aged 15 and over) - current smokers (QOF),E92000001,England,E92000001,England,England,Persons,Not applicable,,,2015/16,18.0822735608919,18.0713405110528,18.0932117644217,,,8603849,47581677.0,,,Similar,Not compared,20150000,,,1y
91547,Smoking prevalence in adults (aged 15 and over) - current smokers (QOF),E92000001,England,E92000001,England,England,Persons,15+ yrs,,,2015/16,18.0822735608919,18.0713405110528,18.0932117644217,,,8603849,47581677.0,,,Similar,Not compared,20150000,,,1y
91547,Smoking prevalence in adults (aged 15 and over) - current smokers (QOF),,,E92000001,England,England,Persons,15+ yrs,,,2016/17,17.5585708862431,17.5478056992448,17.5693412701857,,,8421069,47959877.0,,,Not compared,Not compared,20160000,,,1y
91547,Smoking prevalence in adults (aged 15 and over) - current smokers (QOF),E92000001,England,E92000001,England,England,Persons,15+ yrs,,,2016/17,17.5585708862431,17.5478056992448,17.5693412701857,,,8421069,47959877.0,,,Similar,Not compared,20160000,,,1y
