locationId,odsCode,name,region,localAuthority,postalCode,onspdIcbCode,onspdIcbName,registrationStatus,overallRating,overallReportDate,safeRating,effectiveRating,caringRating,responsiveRating,well-ledRating
1-10006311414,P91604,St Johns Medical Centre,North West,Trafford,WA14 1PF,E54000057,NHS Greater Manchester Integrated Care Board,Registered,Good,2023-02-28,Good,Good,Good,Good,Good
1-10011093419,B85042,Paddock and Longwood Family Practice,Yorkshire & Humberside,Kirklees,HD1 4TS,E54000054,NHS West Yorkshire Integrated Care Board,Registered,Good,2022-09-01,Good,Good,Good,Good,Good
1-10012064243,P82613,Springview Medical Centre,North West,Bolton,BL3 1HQ,E54000057,NHS Greater Manchester Integrated Care Board,Registered,Good,2021-10-06,Good,Good,Good,Good,Good
1-10012177836,F81729,Matching Green Surgery,East,Essex,SS14 2PB,E54000066,NHS Essex Integrated Care Board,Registered,,,,,,,
1-10015733020,E87066,Fitzrovia Medical Centre,London,Camden,W1T 6EU,E54000071,NHS West and North London Integrated Care Board,Registered,Good,2024-01-03,Good,Good,Good,Requires improvement,Good
1-10017209067,M83625001,Prima Care Surgeries Foden Street Branch Site,West Midlands,Stoke-on-Trent,ST4 4BX,E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,Registered,Good,2022-04-12,Good,Good,Good,Good,Good
1-10048396988,G82217,Harbour Medical Practice,South East,Kent,CT20 1JY,E54000032,NHS Kent and Medway Integrated Care Board,Registered,Good,2017-11-17,Good,Good,Good,Good,Good
1-1004909835,C81057,Willington Surgery,East Midlands,Derbyshire,DE65 6QT,E54000058,NHS Derby and Derbyshire Integrated Care Board,Registered,,,,,,,
1-10085774795,C83083,The New Coningsby Surgery,East Midlands,Lincolnshire,LN4 4SG,E54000013,NHS Lincolnshire Integrated Care Board,Registered,Good,2022-07-25,Good,Good,Good,Good,Good
1-10127416740,E85041,Dr S Bassi & Associates Ltd,London,Ealing,W7 1DR,E54000071,NHS West and North London Integrated Care Board,Registered,,,,,,,
1-10132218916,L82025,Mevagissey Surgery,South West,Cornwall,PL26 6UE,E54000036,NHS Cornwall and the Isles of Scilly Integrated Care Board,Registered,Good,2022-06-16,Good,Good,Good,Good,Good
1-10171769695,G81048,Carisbrooke Surgery,South East,East Sussex,TN38 8BL,E54000069,NHS Surrey and Sussex Integrated Care Board,Registered,Good,2017-01-10,Good,Good,Good,Good,Good
1-10178239555,C86626,Park View Surgery,Yorkshire & Humberside,Doncaster,DN5 8DA,E54000061,NHS South Yorkshire Integrated Care Board,Registered,Outstanding,2022-07-21,Good,Good,Outstanding,Outstanding,Good
1-10193783923,Y00445,SPCT Practices,North West,Salford,M28 0BB,E54000057,NHS Greater Manchester Integrated Care Board,Registered,Good,2023-09-28,Good,Good,Good,Good,Good
1-10210803891,B85020,Eightlands Surgery,Yorkshire & Humberside,Kirklees,WF13 1HN,E54000054,NHS West Yorkshire Integrated Care Board,Registered,Good,2022-08-23,Good,Good,Good,Good,Good
1-10211192128,M82006,Riverside Medical Practice,West Midlands,Shropshire,SY1 1QJ,E54000011,"NHS Shropshire, Telford and Wrekin Integrated Care Board",Registered,Good,2023-07-28,Good,Good,Good,Requires improvement,Good
1-10240491798,M85145,The Slieve Surgery,West Midlands,Birmingham,B20 2NR,E54000055,NHS Birmingham and Solihull Integrated Care Board,Registered,Good,2024-02-16,Good,Good,Good,Good,Good
1-10242251005,D83030,Kirkley Mill Surgery,East,Suffolk,NR33 0HF,E54000068,NHS Norfolk and Suffolk Integrated Care Board,Registered,Good,2021-08-18,Good,Good,Good,Good,Good
1-1025130100,B87044,Alverthorpe Surgery,Yorkshire & Humberside,Wakefield,WF2 0DP,E54000054,NHS West Yorkshire Integrated Care Board,Registered,Good,2016-12-14,Good,Good,Good,Good,Good
1-10278105858,G82648,Rochester Road Surgery,South East,Kent,DA12 2HU,E54000032,NHS Kent and Medway Integrated Care Board,Registered,,,,,,,
1-10278815152,H82011,Strand Medical,South East,West Sussex,BN12 6FA,E54000069,NHS Surrey and Sussex Integrated Care Board,Registered,Good,2022-07-15,Good,Good,Good,Good,Good
1-10324365409,F82675,Billet Lane Medical Practice,London,Havering,RM11 1XA,E54000029,NHS North East London Integrated Care Board,Registered,Requires improvement,2023-08-22,Requires improvement,Requires improvement,Good,Requires improvement,Requires improvement
1-10337307194,P81160,"Oswald Medical Centre, Accrington",North West,Lancashire,BB5 1RP,E54000048,NHS Lancashire and South Cumbria Integrated Care Board,Registered,Good,2023-02-06,Good,Good,Good,Good,Good
1-10337420358,B81090,The Oswald Road Medical Centre,Yorkshire & Humberside,North Lincolnshire,DN15 7PG,E54000051,NHS Humber and North Yorkshire Integrated Care Board,Registered,Good,2022-10-19,Good,Good,Good,Good,Good
1-10363751508,F83057,Parliament Hill Medical Centre,London,Camden,NW5 1TR,E54000071,NHS West and North London Integrated Care Board,Registered,Good,2024-04-09,Good,Good,Good,Good,Good
1-10370235190,E85013,Westseven GP,London,Ealing,W7 1DR,E54000071,NHS West and North London Integrated Care Board,Registered,Good,2022-10-05,Requires improvement,Good,Good,Good,Good
1-10370494664,K83049,Brackley Medical Centre,East Midlands,West Northamptonshire,NN13 6QZ,E54000059,NHS Northamptonshire Integrated Care Board,Registered,Good,2022-11-16,Good,Good,Good,Outstanding,Good
1-1039033306,C84619,Tudor House Medical Practice,East Midlands,Nottingham,NG5 3HU,E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,Registered,Good,2016-05-05,Good,Good,Good,Good,Good
1-1042925530,L81051,168 Medical Group,South West,North Somerset,BS23 3HQ,E54000039,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",Registered,,,,,,,
1-10450251899,E81060,Linden Road Surgery,East,Bedford,MK40 2DQ,E54000065,NHS Central East Integrated Care Board,Registered,Requires improvement,2023-03-07,Requires improvement,Good,Good,Good,Requires improvement
1-10461345275,C87030,Crown Street Surgery,Yorkshire & Humberside,Rotherham,S64 8NB,E54000061,NHS South Yorkshire Integrated Care Board,Registered,Requires improvement,2023-11-07,Requires improvement,Requires improvement,Good,Requires improvement,Requires improvement
1-10472984618,J82069,"Camrose, Gillies and Hackwood Partnership",South East,Hampshire,RG22 4EH,E54000067,NHS Hampshire and Isle of Wight Integrated Care Board,Registered,,,,,,,
1-10489517840,J81012,Shore Medical,South West,"Bournemouth, Christchurch and Poole",BH14 0DJ,E54000041,NHS Dorset Integrated Care Board,Registered,Good,2017-02-14,Good,Good,Good,Good,Good
1-10496618884,M88008,Stone Cross Medical Centre,West Midlands,Sandwell,B71 3LN,E54000062,NHS Black Country Integrated Care Board,Registered,Good,2021-07-09,Good,Requires improvement,Good,Good,Good
1-10511848857,M88010,Swanpool Medical Centre,West Midlands,Sandwell,DY4 0SZ,E54000062,NHS Black Country Integrated Care Board,Registered,Good,2022-05-17,Good,Good,Good,Requires improvement,Good
1-10511851491,J82067,Voyager Family Health,South East,Hampshire,GU14 0NP,E54000067,NHS Hampshire and Isle of Wight Integrated Care Board,Registered,,,,,,,
1-10513855189,C84142,Selston Surgery,East Midlands,Nottinghamshire,NG16 6BT,E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,Registered,Good,2017-04-10,Good,Good,Good,Good,Good
1-10516643075,M88630,Clifton Medical Centre,West Midlands,Sandwell,B71 3AS,E54000062,NHS Black Country Integrated Care Board,Registered,,,,,,,
1-10570161325,F81737,The Highwood Surgery,East,Essex,CM15 9DY,E54000066,NHS Essex Integrated Care Board,Registered,Requires improvement,2022-11-04,Requires improvement,Good,Good,Good,Requires improvement
1-10598315280,N82087,Gillmoss Medical Centre,North West,Liverpool,L11 0AG,E54000008,NHS Cheshire and Merseyside Integrated Care Board,Registered,Requires improvement,2023-02-17,Requires improvement,Requires improvement,Good,Good,Requires improvement
1-10598315303,N82676,Fir Tree Medical Centre,North West,Liverpool,L12 0JE,E54000008,NHS Cheshire and Merseyside Integrated Care Board,Registered,,,,,,,
1-10598315346,N82077,Bousfield Surgery,North West,Liverpool,L4 4PP,E54000008,NHS Cheshire and Merseyside Integrated Care Board,Registered,,,,,,,
1-10598315416,N82078,Bousfield Health Centre,North West,Liverpool,L4 4PP,E54000008,NHS Cheshire and Merseyside Integrated Care Board,Registered,,,,,,,
1-10598315576,N82646,Dr Jude's Practice - Riverside & Picton,North West,Liverpool,L8 6QP,E54000008,NHS Cheshire and Merseyside Integrated Care Board,Registered,,,,,,,
1-10637557314,G82702,Green Porch Medical Centre,South East,Kent,ME10 2HA,E54000032,NHS Kent and Medway Integrated Care Board,Registered,,,,,,,
1-10638426105,J81076,Bridport Medical Centre,South West,Dorset,DT6 5BN,E54000041,NHS Dorset Integrated Care Board,Registered,,,,,,,
1-10649953088,E85006,Waterside Medical Centre,London,Ealing,UB2 4XQ,E54000071,NHS West and North London Integrated Care Board,Registered,Good,2021-12-09,Good,Good,Good,Good,Good
1-10735303424,B83015,Tong Medical Practice,Yorkshire & Humberside,Bradford,BD4 9QA,E54000054,NHS West Yorkshire Integrated Care Board,Registered,Good,2022-09-28,Good,Good,Good,Good,Good
1-10735923236,E87648,The Mayfair Medical Centre,London,Westminster,W1K 5LS,E54000071,NHS West and North London Integrated Care Board,Registered,,,,,,,
1-10736176227,F82670,Abbamoor Surgery,London,Havering,RM3 9SU,E54000029,NHS North East London Integrated Care Board,Registered,,,,,,,
1-10791371477,M87036,Bean Road Medical Practice,West Midlands,Dudley,DY2 8TH,E54000062,NHS Black Country Integrated Care Board,Registered,Good,2022-10-12,Good,Good,Good,Requires improvement,Good
1-10794915086,L84011,Lydney Practice,South West,Gloucestershire,GL15 5NQ,E54000043,NHS Gloucestershire Integrated Care Board,Registered,,,,,,,
1-10818847806,B85033,Lindley Village Surgery,Yorkshire & Humberside,Kirklees,HD3 3JD,E54000054,NHS West Yorkshire Integrated Care Board,Registered,Good,2023-09-26,Good,Good,Good,Good,Good
1-10846738635,F83033,Barnsbury Medical Practice,London,Islington,N1 0AL,E54000071,NHS West and North London Integrated Care Board,Registered,Good,2023-02-17,Good,Good,Good,Good,Outstanding
1-1085565890,C84695,The Alice Medical Centre,East Midlands,Nottingham,NG5 5HW,E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,Registered,Good,2016-07-11,Good,Good,Good,Good,Good
1-10864405075,D82106,West Pottergate Medical Practice,East,Norfolk,NR2 4BX,E54000068,NHS Norfolk and Suffolk Integrated Care Board,Registered,Good,2019-12-09,Good,Good,Good,Good,Good
1-10874768920,F81640,Aryan Medical Centre,East,Essex,SS13 1PN,E54000066,NHS Essex Integrated Care Board,Registered,,,,,,,
1-10878600100,L84052,Severnside Medical Practice,South West,Gloucestershire,GL1 2TZ,E54000043,NHS Gloucestershire Integrated Care Board,Registered,Good,2018-07-26,Good,Good,Good,Good,Good
1-10888890191,F85019,Lordship Lane Primary Care Centre,London,Haringey,N17 6AA,E54000071,NHS West and North London Integrated Care Board,Registered,Good,2019-08-27,Good,Good,Good,Good,Good
1-10893062639,,Charlton House Medical Centre,London,Haringey,N17 6SB,E54000071,NHS West and North London Integrated Care Board,Registered,Inadequate,2021-08-26,Inadequate,Inadequate,Requires improvement,Inadequate,Inadequate
1-10895808545,G81075,The Avenue Surgery,South East,Brighton and Hove,BN2 4GF,E54000069,NHS Surrey and Sussex Integrated Care Board,Registered,Good,2018-02-02,Good,Good,Good,Good,Good
1-10920010263,P92648,Slag Lane Medical Centre,North West,Wigan,WA3 2EZ,E54000057,NHS Greater Manchester Integrated Care Board,Registered,Good,2022-09-16,Good,Good,Good,Good,Outstanding
1-10931028725,F81045,The New Surgery,East,Essex,CM12 0AH,E54000066,NHS Essex Integrated Care Board,Registered,,,,,,,
1-10938238036,J81633,Woodlea House Surgery,South West,"Bournemouth, Christchurch and Poole",BH8 9NX,E54000041,NHS Dorset Integrated Care Board,Registered,Good,2020-03-16,Good,Good,Good,Good,Good
1-10941679331,M88015,Great Barr Medical Centre,West Midlands,Birmingham,B43 7HB,E54000055,NHS Birmingham and Solihull Integrated Care Board,Registered,,,,,,,
1-10958494431,F82607,South Hornchurch Medical Practice,London,Havering,RM13 7XJ,E54000029,NHS North East London Integrated Care Board,Registered,,,,,,,
1-10960349305,E87021,Shirland Medical,London,Westminster,W10 4LD,E54000071,NHS West and North London Integrated Care Board,Registered,Good,2024-02-15,Good,Good,Good,Good,Good
1-10976596891,G82212,Pilgrims Way Surgery,South East,Kent,DA1 1QY,E54000032,NHS Kent and Medway Integrated Care Board,Registered,,,,,,,
1-10983040313,M85020,Newtown Medical Centre,West Midlands,Birmingham,B19 2ET,E54000055,NHS Birmingham and Solihull Integrated Care Board,Registered,Good,2023-01-10,Good,Good,Good,Good,Good
1-10983656151,M91034,Bloxwich Medical Practice,West Midlands,Walsall,WS3 3JP,E54000062,NHS Black Country Integrated Care Board,Registered,Good,2019-05-03,Good,Good,Good,Good,Good
1-11028219784,Y01291,Chingford Medical Practice,London,Waltham Forest,E4 8LF,E54000029,NHS North East London Integrated Care Board,Registered,Good,2023-12-14,Good,Good,Good,Good,Good
1-11058123926,A82046,Windermere and Bowness Medical Practice,North West,Westmorland and Furness,LA23 2EG,E54000048,NHS Lancashire and South Cumbria Integrated Care Board,Registered,Good,2023-02-10,Good,Good,Good,Good,Good
1-11080225668,E81043,Marston Forest Healthcare,East,Central Bedfordshire,MK43 0LA,E54000065,NHS Central East Integrated Care Board,Registered,,,,,,,
1-11087639003,N84001,Dr Berni,North West,Sefton,L22 4RQ,E54000008,NHS Cheshire and Merseyside Integrated Care Board,Registered,,,,,,,
1-1108824861,K83005,Queensway Medical Centre,East Midlands,North Northamptonshire,NN8 3QE,E54000059,NHS Northamptonshire Integrated Care Board,Registered,Good,2016-11-24,Good,Good,Good,Good,Good
1-11100501133,C84010,Trentside Medical Group,East Midlands,Nottinghamshire,NG4 2FN,E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,Registered,Good,2016-04-18,Good,Good,Good,Good,Good
1-11121640916,C88069,Clover Practice,Yorkshire & Humberside,Sheffield,S9 4QH,E54000061,NHS South Yorkshire Integrated Care Board,Registered,Outstanding,2022-08-15,Good,Good,Good,Outstanding,Outstanding
1-11121641703,Y05349,Clover City Practice,Yorkshire & Humberside,Sheffield,S1 2PJ,E54000061,NHS South Yorkshire Integrated Care Board,Registered,Good,2024-02-02,Good,Good,Good,Requires improvement,Good
1-11122192605,Y00507,St Quintin Health Centre,London,Kensington and Chelsea,W10 6NX,E54000071,NHS West and North London Integrated Care Board,Registered,,,,,,,
1-11129683981,H81071,Ashley Centre Surgery,South East,Surrey,KT18 5AQ,E54000069,NHS Surrey and Sussex Integrated Care Board,Registered,Good,2022-11-10,Good,Good,Good,Good,Good
1-11148242375,G82234,Phoenix Medical Practice,South East,Kent,ME1 3SX,E54000032,NHS Kent and Medway Integrated Care Board,Registered,Good,2023-10-05,Good,Good,Good,Good,Good
1-11163006505,M92026,Griffiths Drive Medical Practice,West Midlands,Wolverhampton,WV11 2JN,E54000062,NHS Black Country Integrated Care Board,Registered,Good,2022-11-11,Good,Good,Good,Good,Good
1-11163971585,B85051,Fieldhead Surgery,Yorkshire & Humberside,Kirklees,HD7 4QQ,E54000054,NHS West Yorkshire Integrated Care Board,Registered,Good,2022-11-16,Good,Good,Good,Good,Good
1-11176547376,D82087,Prospect Medical Practice,East,Norfolk,NR3 2HW,E54000068,NHS Norfolk and Suffolk Integrated Care Board,Registered,Good,2016-02-18,Good,Good,Good,Good,Good
1-11176823505,M85043,Hawkesley Medical Practice,West Midlands,Birmingham,B38 9TJ,E54000055,NHS Birmingham and Solihull Integrated Care Board,Registered,Good,2020-10-09,Good,Good,Good,Good,Good
1-11182248905,Y02893,Iridium Medical Practice,West Midlands,Birmingham,B33 8TA,E54000055,NHS Birmingham and Solihull Integrated Care Board,Registered,,,,,,,
1-1120583333,F81095,Abbey Field Medical Centre,East,Essex,CO2 7UW,E54000066,NHS Essex Integrated Care Board,Registered,,,,,,,
1-11210473183,C82088,Horizon Healthcare,East Midlands,Leicester,LE5 5UB,E54000015,"NHS Leicester, Leicestershire and Rutland Integrated Care Board",Registered,Good,2022-09-15,Good,Good,Good,Requires improvement,Good
1-1121185423,H84041,The Vineyard Surgery,London,Richmond upon Thames,TW10 6PP,E54000031,NHS South West London Integrated Care Board,Registered,Good,2017-11-29,Good,Good,Good,Good,Good
1-11218801525,E84601,Kenton Bridge Medical Centre,London,Brent,HA3 0YX,E54000071,NHS West and North London Integrated Care Board,Registered,Good,2021-07-09,Good,Good,Good,Good,Good
1-11223932705,P83620,Garden City Medical Centre,North West,Bury,BL0 9TN,E54000057,NHS Greater Manchester Integrated Care Board,Registered,,,,,,,
1-11227249637,Y07059,Nene Valley Medical Practice,East,Peterborough,PE2 5GP,E54000065,NHS Central East Integrated Care Board,Registered,Good,2024-02-02,Good,Good,Good,Requires improvement,Good
1-1123260364,E87722,Lancaster Gate Medical Centre,London,Westminster,W2 3ET,E54000071,NHS West and North London Integrated Care Board,Registered,Good,2016-02-18,Good,Good,Good,Good,Good
1-11260335088,G82042,Tonbridge Medical Group,South East,Kent,TN9 1EP,E54000032,NHS Kent and Medway Integrated Care Board,Registered,Good,2017-07-27,Good,Good,Good,Good,Good
1-1126352622,H84062,Langley Medical Practice,London,Kingston upon Thames,KT6 6EZ,E54000031,NHS South West London Integrated Care Board,Registered,,,,,,,
1-11264901358,M83727,Norton Canes Practice,West Midlands,Staffordshire,WS11 9SE,E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,Registered,Good,2018-10-30,Good,Good,Good,Good,Good
1-1127997385,L85008,Frome Medical Practice,South West,Somerset,BA11 2FH,E54000038,NHS Somerset Integrated Care Board,Registered,Good,2022-06-16,Good,Good,Good,Good,Good
1-11293043775,F81740,The Community Practice,East,Essex,SS8 0JA,E54000066,NHS Essex Integrated Care Board,Registered,Good,2022-01-11,Requires improvement,Good,Good,Good,Good
1-1130697540,C82124,Victoria Park Health Centre,East Midlands,Leicester,LE2 1XD,E54000015,"NHS Leicester, Leicestershire and Rutland Integrated Care Board",Registered,Good,2017-10-30,Good,Good,Good,Good,Good
1-1130789722,E83041,Wakemans Hill Surgery,London,Brent,NW9 0TA,E54000071,NHS West and North London Integrated Care Board,Registered,Good,2017-04-28,Good,Good,Good,Good,Good
1-11309112085,M82040,Marysville Medical Practice,West Midlands,Shropshire,SY3 7QR,E54000011,"NHS Shropshire, Telford and Wrekin Integrated Care Board",Registered,Good,2020-03-02,Good,Good,Good,Good,Good
1-1131194309,F81097,The Valkyrie Surgery,East,Southend-on-Sea,SS0 8BU,E54000066,NHS Essex Integrated Care Board,Registered,Good,2024-02-27,Good,Good,Good,Requires improvement,Good
1-11335456027,Y02519,Gloucester Health Access Centre,South West,Gloucestershire,GL1 2TZ,E54000043,NHS Gloucestershire Integrated Care Board,Registered,Good,2023-09-11,Good,Good,Good,Good,Good
1-11373756534,E84030,Preston Hill Surgery,London,Brent,HA3 9SN,E54000071,NHS West and North London Integrated Care Board,Registered,,,,,,,
1-11377449585,Y07057,Bretton Medical Practice,East,Peterborough,PE3 8DT,E54000065,NHS Central East Integrated Care Board,Registered,Good,2023-10-25,Good,Good,Good,Requires improvement,Good
1-11392382584,J82184,Pinehill Surgery,South East,Hampshire,GU35 0BS,E54000067,NHS Hampshire and Isle of Wight Integrated Care Board,Registered,Good,2021-12-10,Good,Good,No published rating,No published rating,Good
1-11414380905,M85029,OHP - College Green Medical Practice,West Midlands,Birmingham,B31 2GH,E54000055,NHS Birmingham and Solihull Integrated Care Board,Registered,,,,,,,
1-11440256380,E84653,Dr Muhammad Shahzad,London,Barnet,HA8 0AD,E54000071,NHS West and North London Integrated Care Board,Registered,Good,2022-07-15,Good,Good,Good,Good,Good
1-11518593525,P81694,The Family Practice,North West,Blackburn with Darwen,BB2 1AX,E54000048,NHS Lancashire and South Cumbria Integrated Care Board,Registered,Good,2018-11-26,Good,Good,Good,Good,Good
1-1152850640,E87003,North Kensington Medical Centre,London,Kensington and Chelsea,W10 6NX,E54000071,NHS West and North London Integrated Care Board,Registered,Good,2018-01-12,Good,Good,Good,Good,Good
1-11541513368,G82141,Yalding Surgery,South East,Kent,ME18 6ES,E54000032,NHS Kent and Medway Integrated Care Board,Registered,Good,2023-02-08,Good,Good,Good,Good,Good
1-1155049766,K82633,Westcroft Health Centre,South East,Milton Keynes,MK4 4EN,E54000065,NHS Central East Integrated Care Board,Registered,Good,2023-01-05,Requires improvement,Good,Good,Good,Good
1-11567565021,F84039,Goodmans Field Medical Practice,London,Tower Hamlets,E1 8ZF,E54000029,NHS North East London Integrated Care Board,Registered,,,,,,,
1-11594834295,B86038,"Guiseley and Yeadon Medical Practice, Yeadon Health Centre",Yorkshire & Humberside,Leeds,LS19 7PS,E54000054,NHS West Yorkshire Integrated Care Board,Registered,Good,2023-07-12,Good,Good,Good,Good,Good
1-11595190515,F81641,The Grays Surgery,East,Thurrock,RM17 6HU,E54000066,NHS Essex Integrated Care Board,Registered,Good,2018-08-29,Good,Good,Good,Good,Good
1-11601866037,E82092,Dolphin House Surgery,East,Hertfordshire,SG12 9FT,E54000065,NHS Central East Integrated Care Board,Registered,Good,2016-03-16,Good,Good,Good,Good,Good
1-11607999773,F81739,The Island Surgery,East,Essex,SS8 0JA,E54000066,NHS Essex Integrated Care Board,Registered,Good,2023-09-22,Good,Good,Good,Good,Good
1-1162793071,M83089,biddulphdoctors,West Midlands,Staffordshire,ST8 6AG,E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,Registered,Good,2020-02-24,Good,Good,Good,Good,Good
1-1168143594,E87733,Exmoor Surgery,London,Kensington and Chelsea,W10 6DZ,E54000071,NHS West and North London Integrated Care Board,Registered,Good,2022-01-27,Good,Requires improvement,Good,Good,Good
1-11686323268,B83611,New Otley Road Medical Practice,Yorkshire & Humberside,Bradford,BD3 0BS,E54000054,NHS West Yorkshire Integrated Care Board,Registered,Good,2023-08-24,Good,Good,Good,Good,Good
1-11699789355,K81655,Ascot Medical Centre,South East,Windsor and Maidenhead,SL5 7GB,E54000070,NHS Thames Valley Integrated Care Board,Registered,Good,2018-07-02,Good,Good,Good,Good,Good
1-11730003889,P81025,Richmond Hill Practice,North West,Lancashire,BB8 0JZ,E54000048,NHS Lancashire and South Cumbria Integrated Care Board,Registered,Good,2017-01-06,Good,Good,Good,Good,Good
1-11742935206,L85609,Creech Medical Centre,South West,Somerset,TA3 5FA,E54000038,NHS Somerset Integrated Care Board,Registered,,,,,,,
1-11742935388,L85038,Lister House Surgery,South West,Somerset,TA4 2BF,E54000038,NHS Somerset Integrated Care Board,Registered,,,,,,,
1-11742935601,L85056,North Petherton Surgery,South West,Somerset,TA6 6LX,E54000038,NHS Somerset Integrated Care Board,Registered,Good,2023-02-08,Good,Good,Good,Good,Good
1-11742935623,L85052,Warwick House Medical Centre,South West,Somerset,TA1 2QA,E54000038,NHS Somerset Integrated Care Board,Registered,,,,,,,
1-1174604442,P83621,Huntley Mount Medical Centre,North West,Bury,BL9 6JA,E54000057,NHS Greater Manchester Integrated Care Board,Registered,,,,,,,
1-11767305707,M91637,Blackwood Health Centre,West Midlands,Walsall,B74 3PL,E54000062,NHS Black Country Integrated Care Board,Registered,Good,2019-03-08,Good,Good,Good,Good,Good
1-11779710447,B85614,Croft Medical Centre,Yorkshire & Humberside,Kirklees,HD2 2RU,E54000054,NHS West Yorkshire Integrated Care Board,Registered,Good,2022-12-23,Good,Good,Good,Good,Good
1-11809806754,P85019,Chapel Street,North West,Oldham,OL2 5QL,E54000057,NHS Greater Manchester Integrated Care Board,Registered,Good,2023-06-02,Good,Good,Good,Good,Good
1-11812838974,F81126,The Burnham Surgery,East,Essex,CM0 8SJ,E54000066,NHS Essex Integrated Care Board,Registered,Good,2022-09-14,Good,Good,Good,Good,Good
1-11817541873,L83127,Redlands,South West,Devon,EX17 3FD,E54000037,NHS Devon Integrated Care Board,Registered,Good,2018-09-05,Good,Good,Good,Good,Good
1-11817957205,C87010,York Road Surgery,Yorkshire & Humberside,Rotherham,S65 1PW,E54000061,NHS South Yorkshire Integrated Care Board,Registered,Good,2023-01-11,Requires improvement,Good,Good,Good,Good
1-11866318615,E82107,Summerfield health centre,East,Hertfordshire,AL2 1PU,E54000065,NHS Central East Integrated Care Board,Registered,Good,2021-11-16,Good,Good,Good,Good,Good
1-1188805454,G81040,Woodhill Surgery,South East,East Sussex,TN20 6BW,E54000069,NHS Surrey and Sussex Integrated Care Board,Registered,Good,2016-08-03,Good,Good,Good,Good,Good
1-11890458981,P87613,Cleggs Lane Medical Practice,North West,Salford,M38 9RS,E54000057,NHS Greater Manchester Integrated Care Board,Registered,Good,2024-02-22,Good,Good,Good,Good,Good
1-1190741388,A81612,Seaton Surgery,North East,Hartlepool,TS25 1AX,E54000050,NHS North East and North Cumbria Integrated Care Board,Registered,,,,,,,
1-11910354383,M84028,Priory Medical Centre,West Midlands,Warwickshire,CV34 4NA,E54000018,NHS Coventry and Warwickshire Integrated Care Board,Registered,,,,,,,
1-11910863540,F85008,Staunton Group Practice,London,Haringey,N22 8HE,E54000071,NHS West and North London Integrated Care Board,Registered,Requires improvement,2022-11-15,Good,Requires improvement,Good,Good,Requires improvement
1-1192900347,J83021,Salisbury Medical Practice,South West,Wiltshire,SP2 7FD,E54000040,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",Registered,Good,2023-01-12,Good,Good,Good,Good,Good
1-11933193258,K81076,Green Meadows Surgery,South East,Windsor and Maidenhead,SL5 7GB,E54000070,NHS Thames Valley Integrated Care Board,Registered,,,,,,,
1-11947015605,P87015,Pendleton Medical Centre,North West,Salford,M6 5FX,E54000057,NHS Greater Manchester Integrated Care Board,Registered,Good,2018-07-27,Good,Good,Good,Good,Good
1-11960516032,C84660,Hounsfield Surgery,East Midlands,Nottinghamshire,NG23 6PX,E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,Registered,Good,2020-12-04,Good,Good,Good,Good,Good
1-11991675874,N82002,Yew Tree Medical Centre,North West,Liverpool,L14 4ED,E54000008,NHS Cheshire and Merseyside Integrated Care Board,Registered,,,,,,,
1-11995265770,P81127,The Surgery Chorley,North West,Lancashire,PR7 1HR,E54000048,NHS Lancashire and South Cumbria Integrated Care Board,Registered,Requires improvement,2024-03-13,Requires improvement,Good,Good,Requires improvement,Good
1-12003236141,F81075,The Hollies Surgery,East,Essex,SS7 2NA,E54000066,NHS Essex Integrated Care Board,Registered,,,,,,,
1-12026821590,C82660,Queens Road Surgery,East Midlands,Leicester,LE2 3FU,E54000015,"NHS Leicester, Leicestershire and Rutland Integrated Care Board",Registered,,,,,,,
1-12026921908,G82737,Long Catlis Road Surgery,South East,Medway,ME8 9PR,E54000032,NHS Kent and Medway Integrated Care Board,Registered,Requires improvement,2023-07-10,Requires improvement,Requires improvement,Good,Good,Good
1-12040739404,E85066,Dr John William Keen,London,Ealing,W4 5LH,E54000071,NHS West and North London Integrated Care Board,Registered,Requires improvement,2024-04-24,Requires improvement,Requires improvement,Good,Good,Good
1-12077554622,M81029,New Barn Close Surgery,West Midlands,Worcestershire,WR12 7DE,E54000019,NHS Herefordshire and Worcestershire Integrated Care Board,Registered,,,,,,,
1-12082155204,Y03124,Grange Farm Medical Centre,East Midlands,Nottingham,NG8 4HQ,E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,Registered,Requires improvement,2024-04-24,Requires improvement,Requires improvement,Good,Good,Requires improvement
1-12089205595,F81221,Fronks Road Surgery,East,Essex,CO12 3RS,E54000066,NHS Essex Integrated Care Board,Registered,Good,2023-12-06,Good,Good,Good,Good,Requires improvement
1-12089849295,E87753,The Belgrave Medical Centre,London,Westminster,SW1W 8NB,E54000071,NHS West and North London Integrated Care Board,Registered,,,,,,,
