locationId,odsCode,name,region,localAuthority,postalCode,onspdIcbCode,onspdIcbName,registrationStatus,overallRating,overallReportDate,safeRating,effectiveRating,caringRating,responsiveRating,well-ledRating
1-518853447,P82660,Dr Mahadeva Selvarajan,North West,Bolton,BL3 4LU,E54000057,NHS Greater Manchester Integrated Care Board,Registered,Good,2021-09-20,Good,Good,Good,Good,Good
1-519019700,M91642,Queslett Medical Centre,West Midlands,Walsall,B43 7DY,E54000062,NHS Black Country Integrated Care Board,Registered,,,,,,,
1-5190437536,N81059,Culcheth Medical Centre,North West,Warrington,WA3 4DZ,E54000008,NHS Cheshire and Merseyside Integrated Care Board,Registered,,,,,,,
1-519073298,M85175,The Hawthorns Surgery,West Midlands,Birmingham,B72 1DL,E54000055,NHS Birmingham and Solihull Integrated Care Board,Registered,Good,2016-09-13,Good,Good,Good,Good,Good
1-519990592,P81147,Dr Murthy Motupalli,North West,Lancashire,BB5 0AL,E54000048,NHS Lancashire and South Cumbria Integrated Care Board,Registered,Good,2016-06-30,Good,Good,Good,Good,Good
1-520122034,E86620,Dr Sashi Shashikanth,London,Hillingdon,UB8 3NG,E54000071,NHS West and North London Integrated Care Board,Registered,Good,2021-04-21,Good,Good,Good,Good,Good
1-520122673,K81645,Dr Veena Sharma,South East,Slough,SL2 5JP,E54000070,NHS Thames Valley Integrated Care Board,Registered,Good,2019-03-06,Good,Good,Good,Good,Good
1-520137878,Y02639,Ephedra Healthcare,East,Hertfordshire,AL7 4HL,E54000065,NHS Central East Integrated Care Board,Registered,Good,2015-09-10,Good,Good,Good,Good,Good
1-5203212320,B86089,Nova Scotia Medical Centre,Yorkshire & Humberside,Leeds,WF10 2DP,E54000054,NHS West Yorkshire Integrated Care Board,Registered,,,,,,,
1-520358287,E82020,The Consulting Rooms,East,Hertfordshire,WD19 7RU,E54000065,NHS Central East Integrated Care Board,Registered,Good,2019-08-20,Good,Good,Good,Good,Good
1-5203978390,H82089,Riverside Medical Practice,South East,West Sussex,RH12 1UD,E54000069,NHS Surrey and Sussex Integrated Care Board,Registered,Good,2019-02-13,Good,Good,Good,Good,Good
1-520480033,A88022,The Glen Medical Group,North East,South Tyneside,NE31 1NU,E54000050,NHS North East and North Cumbria Integrated Care Board,Registered,Good,2016-12-07,Good,Good,Good,Good,Good
1-520580465,E87052,Dr Gulzar Ahmed,London,Westminster,W2 1ND,E54000071,NHS West and North London Integrated Care Board,Registered,,,,,,,
1-520582690,F85642,Dr Howard Daitz,London,Enfield,N13 4JJ,E54000071,NHS West and North London Integrated Care Board,Registered,Good,2017-05-24,Good,Good,Good,Good,Good
1-521092040,E85713,Dr Parvinder Garcha,London,Hounslow,TW3 4JX,E54000071,NHS West and North London Integrated Care Board,Registered,Good,2017-10-02,Good,Good,Good,Good,Good
1-521142701,B82005,Priory Medical Centre,Yorkshire & Humberside,York,YO24 3WX,E54000051,NHS Humber and North Yorkshire Integrated Care Board,Registered,Good,2018-11-02,Good,Good,Good,Good,Good
1-521275850,M88616,Great Bridge Partnership for Health,West Midlands,Sandwell,DY4 7EY,E54000062,NHS Black Country Integrated Care Board,Registered,Good,2018-10-16,Good,Good,Good,Good,Good
1-521380462,P87627,Orchard Medical Centre,North West,Salford,M28 1LZ,E54000057,NHS Greater Manchester Integrated Care Board,Registered,,,,,,,
1-521519322,M85716,Dr Roshan Khuroo,West Midlands,Birmingham,B23 6DJ,E54000055,NHS Birmingham and Solihull Integrated Care Board,Registered,Good,2017-12-22,Good,Good,Good,Good,Good
1-521695398,B85061,Skelmanthorpe Family Doctors,Yorkshire & Humberside,Kirklees,HD8 9DA,E54000054,NHS West Yorkshire Integrated Care Board,Registered,Good,2016-12-13,Good,Good,Good,Good,Good
1-521806403,B81085,Haxby Group Hull,Yorkshire & Humberside,"Kingston upon Hull, City of",HU7 3JQ,E54000051,NHS Humber and North Yorkshire Integrated Care Board,Registered,Outstanding,2019-04-18,Good,Outstanding,Good,Good,Outstanding
1-521819592,P82624,Dr Samir Naseef,North West,Bolton,BL3 5QE,E54000057,NHS Greater Manchester Integrated Care Board,Registered,Good,2018-02-28,Good,Good,Good,Good,Good
1-522251737,E85719,Ashville Surgery,London,Hammersmith and Fulham,SW6 4HS,E54000071,NHS West and North London Integrated Care Board,Registered,Good,2016-04-15,Good,Good,Good,Good,Good
1-5222627515,C85623,Kingswell Surgery,Yorkshire & Humberside,Barnsley,S36 6DY,E54000061,NHS South Yorkshire Integrated Care Board,Registered,Good,2024-01-31,Good,Good,Good,Outstanding,Good
1-5222837754,M85794,The Balaji Surgery,West Midlands,Birmingham,B11 1LU,E54000055,NHS Birmingham and Solihull Integrated Care Board,Registered,Good,2021-08-10,Good,Requires improvement,Good,Good,Good
1-522316620,F81010,Aveley Medical Centre,East,Thurrock,RM15 4AD,E54000066,NHS Essex Integrated Care Board,Registered,Good,2024-01-10,Good,Good,Good,Requires improvement,Good
1-522320465,K83618,Favell Plus Surgery,East Midlands,West Northamptonshire,NN3 8DW,E54000059,NHS Northamptonshire Integrated Care Board,Registered,,,,,,,
1-522484207,A89623,Dr Ahmed El Safy,North East,Sunderland,SR4 7TU,E54000050,NHS North East and North Cumbria Integrated Care Board,Registered,Good,2018-03-26,Good,Good,Good,Good,Good
1-522731075,M83717,Dr Parvin Jalota,West Midlands,Staffordshire,WS11 9SE,E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,Registered,Good,2017-06-12,Good,Good,Good,Good,Good
1-5232119796,G85020,Kingfisher Medical Practice,London,Lewisham,SE8 5DA,E54000030,NHS South East London Integrated Care Board,Registered,,,,,,,
1-5234595004,Y01929006,Teldoc-Lawley Medical Practice,West Midlands,Telford and Wrekin,TF4 2LL,E54000011,"NHS Shropshire, Telford and Wrekin Integrated Care Board",Registered,,,,,,,
1-523478855,M83113,Dr Kumudini Khare,West Midlands,Staffordshire,B77 4JA,E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,Registered,,,,,,,
1-523488183,N81125,Dr Christopher Steere,North West,Cheshire West and Chester,CH64 3RA,E54000008,NHS Cheshire and Merseyside Integrated Care Board,Registered,Good,2017-03-02,Good,Good,Good,Good,Good
1-523566356,E85721,Dr Suganthamala Radhakrishnan,London,Ealing,UB1 1PZ,E54000071,NHS West and North London Integrated Care Board,Registered,Good,2017-03-30,Good,Good,Good,Good,Good
1-5237350271,Y01929007,Teldoc-Oakengates Medical Practice,West Midlands,Telford and Wrekin,TF2 6JJ,E54000011,"NHS Shropshire, Telford and Wrekin Integrated Care Board",Registered,,,,,,,
1-5237350328,Y01929,Teldoc-Malinslee Medical Practice,West Midlands,Telford and Wrekin,TF3 2JZ,E54000011,"NHS Shropshire, Telford and Wrekin Integrated Care Board",Registered,,,,,,,
1-523741919,B82014,Kingswood Surgery,Yorkshire & Humberside,North Yorkshire,HG2 7SA,E54000051,NHS Humber and North Yorkshire Integrated Care Board,Registered,,,,,,,
1-523742621,B85016,Meltham Road Surgery,Yorkshire & Humberside,Kirklees,HD1 3UP,E54000054,NHS West Yorkshire Integrated Care Board,Registered,Good,2016-11-29,Good,Good,Good,Good,Good
1-5243620691,B85619,Cook Lane Surgery,Yorkshire & Humberside,Kirklees,WF16 9JG,E54000054,NHS West Yorkshire Integrated Care Board,Registered,Good,2019-01-08,Good,Good,Good,Good,Good
1-525624918,E85750,Dr Parmod Luthra,London,Hounslow,TW7 4HQ,E54000071,NHS West and North London Integrated Care Board,Registered,Good,2021-05-10,Good,Good,Good,Good,Good
1-526584651,J83609,Cricklade Surgery,South West,Wiltshire,SN6 6AE,E54000040,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",Registered,,,,,,,
1-526626406,C88652,Dr Richard Benn,Yorkshire & Humberside,Sheffield,S11 7BJ,E54000061,NHS South Yorkshire Integrated Care Board,Registered,,,,,,,
1-526710208,P84020,Peel Hall Medical Practice,North West,Manchester,M22 5RX,E54000057,NHS Greater Manchester Integrated Care Board,Registered,Good,2022-09-21,Good,Good,Good,Good,Good
1-526710382,Y03602,Grey Gable Surgery,West Midlands,Worcestershire,WR7 4BW,E54000019,NHS Herefordshire and Worcestershire Integrated Care Board,Registered,,,,,,,
1-526919714,C82611,Dr Vipul Masharani,East Midlands,Leicestershire,LE17 4EB,E54000015,"NHS Leicester, Leicestershire and Rutland Integrated Care Board",Registered,Good,2016-12-19,Good,Good,Good,Good,Good
1-526972681,P85608,Dr Brian Perkins,North West,Oldham,OL1 1NL,E54000057,NHS Greater Manchester Integrated Care Board,Registered,Good,2022-11-03,Good,Good,Good,Good,Good
1-528063790,N83025,Cornerways Medical Centre Ltd,North West,Knowsley,L36 3TN,E54000008,NHS Cheshire and Merseyside Integrated Care Board,Registered,Good,2019-03-29,Good,Good,Good,Good,Good
1-529074215,H84630,Dr Vishwambhar Sinha,London,Richmond upon Thames,TW2 6JL,E54000031,NHS South West London Integrated Care Board,Registered,,,,,,,
1-529222175,M82011,Shawbury Medical Practice,West Midlands,Shropshire,SY4 4JS,E54000011,"NHS Shropshire, Telford and Wrekin Integrated Care Board",Registered,Good,2016-03-17,Good,Good,Good,Good,Good
1-5294347503,M91616,Pleck Health Centre,West Midlands,Walsall,WS2 9HY,E54000062,NHS Black Country Integrated Care Board,Registered,,,,,,,
1-5294348120,M91016,New Invention Health Centre,West Midlands,Walsall,WV12 5RZ,E54000062,NHS Black Country Integrated Care Board,Registered,Good,2023-03-06,Good,Good,Good,Good,Good
1-529518310,F81606,Dr Michael Coggan,East,Essex,CO12 5AD,E54000066,NHS Essex Integrated Care Board,Registered,,,,,,,
1-529606472,A89041,Happy House Surgery,North East,Sunderland,SR3 4BY,E54000050,NHS North East and North Cumbria Integrated Care Board,Registered,Good,2016-08-08,Good,Good,Good,Good,Good
1-529661202,F82678,Dr KM Al-Kaisy Practice,London,Barking and Dagenham,RM9 6EA,E54000029,NHS North East London Integrated Care Board,Registered,,,,,,,
1-530081373,A83622,Dr Rina Miah,North East,County Durham,DH7 0BD,E54000050,NHS North East and North Cumbria Integrated Care Board,Registered,,,,,,,
1-530288648,E87009,Dr Jedth Phornnarit,London,Westminster,W2 6HF,E54000071,NHS West and North London Integrated Care Board,Registered,Requires improvement,2023-03-21,Requires improvement,Requires improvement,Good,Good,Requires improvement
1-530418012,M88019,Dr Kanjana Paramanathan,West Midlands,Sandwell,B66 4ES,E54000062,NHS Black Country Integrated Care Board,Registered,,,,,,,
1-530423860,P84072,The Robert Darbishire Practice,North West,Manchester,M14 5NP,E54000057,NHS Greater Manchester Integrated Care Board,Registered,,,,,,,
1-530450187,P84635,The Whitswood Practice,North West,Manchester,M16 7AP,E54000057,NHS Greater Manchester Integrated Care Board,Registered,,,,,,,
1-530537931,N81645,Dr Anita Malkhandi,North West,Warrington,WA2 8HE,E54000008,NHS Cheshire and Merseyside Integrated Care Board,Registered,Good,2016-02-04,Good,Good,Outstanding,Good,Good
1-530564911,E84005,Kings Road Medical Centre,London,Harrow,HA2 9JJ,E54000071,NHS West and North London Integrated Care Board,Registered,Good,2017-10-04,Good,Good,Good,Good,Good
1-530644111,E82067,Church Street Partnership,East,Hertfordshire,CM23 2LY,E54000065,NHS Central East Integrated Care Board,Registered,Good,2018-10-25,Good,Good,Good,Good,Good
1-530725036,P92605,Boothstown Medical Centre,North West,Wigan,M29 8RZ,E54000057,NHS Greater Manchester Integrated Care Board,Registered,Good,2019-11-26,Good,Good,Good,Good,Good
1-530804710,H81087,St David's Family Practice,South East,Surrey,TW19 7HE,E54000069,NHS Surrey and Sussex Integrated Care Board,Registered,Good,2016-07-05,Good,Good,Good,Good,Good
1-5320025525,Y00471,Broadway Health Centre,West Midlands,Birmingham,B18 7BA,E54000055,NHS Birmingham and Solihull Integrated Care Board,Registered,Outstanding,2020-01-17,Good,Good,Good,Outstanding,Outstanding
1-532022409,,Dr Prathap Jana,South East,Medway,ME7 4HH,E54000032,NHS Kent and Medway Integrated Care Board,Registered,Good,2023-06-30,Good,Good,Good,Good,Good
1-5323860703,F81632,The Health Centre,East,Thurrock,RM15 5LP,E54000066,NHS Essex Integrated Care Board,Registered,Good,2024-03-08,Good,Good,Good,Good,Good
1-532501914,K81094,Dr Kanchan Arora,South East,Bracknell Forest,RG12 8WY,E54000070,NHS Thames Valley Integrated Care Board,Registered,Good,2017-02-28,Good,Good,Good,Good,Good
1-532723746,Y02571,Greenridge Healthcare Ltd,West Midlands,Birmingham,B14 7AG,E54000055,NHS Birmingham and Solihull Integrated Care Board,Registered,Good,2016-03-14,Good,Good,Good,Good,Good
1-533162724,E81633,Dr Sajid Mehmood,East,Luton,LU3 2JG,E54000065,NHS Central East Integrated Care Board,Registered,Good,2017-02-24,Good,Good,Good,Good,Good
1-533274630,F86624,Dr Philip Soares,London,Redbridge,IG5 0QS,E54000029,NHS North East London Integrated Care Board,Registered,Good,2017-03-15,Good,Good,Good,Good,Good
1-533497761,H84639,Dr Mojgan Fitzmaurice,London,Richmond upon Thames,TW9 4BH,E54000031,NHS South West London Integrated Care Board,Registered,Good,2016-09-29,Good,Good,Good,Good,Good
1-533623815,C82600,Medically Limited,East Midlands,Leicestershire,LE12 7RD,E54000015,"NHS Leicester, Leicestershire and Rutland Integrated Care Board",Registered,Good,2017-04-26,Good,Good,Good,Good,Good
1-533753008,P92005,Dr Saira Zaman,North West,Wigan,WN3 5HL,E54000057,NHS Greater Manchester Integrated Care Board,Registered,Outstanding,2019-12-30,Good,Good,Outstanding,Good,Outstanding
1-533801026,J82169,Dr Cyril Stephen,South East,Hampshire,SO50 4QP,E54000067,NHS Hampshire and Isle of Wight Integrated Care Board,Registered,Good,2021-07-06,Good,Good,Good,Good,Good
1-5338853090,C88091,Barnsley Road Surgery,Yorkshire & Humberside,Sheffield,S5 0QJ,E54000061,NHS South Yorkshire Integrated Care Board,Registered,,,,,,,
1-533900621,P84040,Conran Medical Centre,North West,Manchester,M9 5BH,E54000057,NHS Greater Manchester Integrated Care Board,Registered,Good,2018-04-06,Good,Good,Good,Good,Good
1-534151910,A82028,Castlehead Medical Centre,North West,Cumberland,CA12 4DB,E54000050,NHS North East and North Cumbria Integrated Care Board,Registered,Good,2018-02-09,Good,Good,Good,Good,Good
1-534211245,,Chartwell Green Surgery,South East,Hampshire,SO18 3RA,E54000067,NHS Hampshire and Isle of Wight Integrated Care Board,Registered,Good,2017-04-24,Good,Good,Good,Good,Good
1-5344997657,M87617,Links Medical Practice,West Midlands,Dudley,DY2 9PU,E54000062,NHS Black Country Integrated Care Board,Registered,Good,2019-08-12,Good,Good,Good,Good,Outstanding
1-534575840,C84150,Dr Azim Khan,East Midlands,Nottinghamshire,NG3 6EU,E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,Registered,,,,,,,
1-534637474,N83609,Dr Khine Kyaw,North West,Knowsley,L35 3SX,E54000008,NHS Cheshire and Merseyside Integrated Care Board,Registered,Good,2018-05-24,Good,Good,Good,Good,Good
1-534652914,M83007,The Village Surgery,West Midlands,Staffordshire,ST5 0ET,E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,Registered,Good,2018-01-08,Good,Good,Good,Good,Good
1-534696568,E87754,The Wellington Health Centre,London,Westminster,NW8 9SP,E54000071,NHS West and North London Integrated Care Board,Registered,Good,2017-10-24,Good,Good,Good,Good,Good
1-5346981367,M88022,Jubilee Health Centre,West Midlands,Sandwell,WS10 7AR,E54000062,NHS Black Country Integrated Care Board,Registered,Good,2024-02-16,Good,Good,Good,Requires improvement,Good
1-534717095,N83028,Aston Healthcare Limited,North West,Knowsley,L36 0UB,E54000008,NHS Cheshire and Merseyside Integrated Care Board,Registered,,,,,,,
1-534851402,M86005,Hillfields Health Centre - 1,West Midlands,Coventry,CV1 4FS,E54000018,NHS Coventry and Warwickshire Integrated Care Board,Registered,Good,2017-01-09,Good,Good,Good,Good,Good
1-534872671,P81736,Whitefield Medical Services Limited,North West,Lancashire,BB9 7SR,E54000048,NHS Lancashire and South Cumbria Integrated Care Board,Registered,Good,2016-07-05,Good,Good,Good,Good,Good
1-535054296,F86625,LL Medical Care Limited,London,Waltham Forest,E11 4HX,E54000029,NHS North East London Integrated Care Board,Registered,Good,2018-08-24,Good,Good,Good,Good,Good
1-5350568122,H81095,Yellow Practice,South East,Surrey,KT12 3LB,E54000069,NHS Surrey and Sussex Integrated Care Board,Registered,Requires improvement,2022-09-12,Requires improvement,Good,Good,Good,Requires improvement
1-5354769614,P84639,Fallowfield Medical Centre,North West,Manchester,M14 6YL,E54000057,NHS Greater Manchester Integrated Care Board,Registered,,,,,,,
1-5354941310,E87768,King's College London NHS Health Centre,London,Westminster,WC2B 4PJ,E54000071,NHS West and North London Integrated Care Board,Registered,Good,2019-01-17,Good,Good,Good,Good,Good
1-535822969,E85108,Dr Surakshan Claude Seimon,London,Ealing,UB5 5HB,E54000071,NHS West and North London Integrated Care Board,Registered,Good,2016-06-01,Good,Good,Good,Good,Good
1-536953505,L81133,University of Bristol,South West,"Bristol, City of",BS6 6AU,E54000039,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",Registered,Good,2022-06-13,Good,Good,Good,Outstanding,Good
1-5373877841,E84645,Park Royal Medical Practice,London,Brent,NW10 7NS,E54000071,NHS West and North London Integrated Care Board,Registered,,,,,,,
1-5374434084,Y00278,Darlaston Health Centre,West Midlands,Walsall,WS10 8SY,E54000062,NHS Black Country Integrated Care Board,Registered,,,,,,,
1-537511557,P81046,Park View Surgery,North West,Lancashire,PR1 3NA,E54000048,NHS Lancashire and South Cumbria Integrated Care Board,Registered,Good,2018-01-23,Good,Good,Good,Outstanding,Good
1-537585333,M83076,Dr M Keersmaekers & Partners,West Midlands,Stoke-on-Trent,ST1 3RX,E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,Registered,Good,2023-08-18,Good,Good,Good,Good,Good
1-537586401,A83014,Belmont & Sherburn Medical Group,North East,County Durham,DH6 1JE,E54000050,NHS North East and North Cumbria Integrated Care Board,Registered,Good,2018-09-11,Good,Good,Good,Good,Good
1-537602333,F82005,Dr Goyal & Associates,London,Barking and Dagenham,RM10 9RR,E54000029,NHS North East London Integrated Care Board,Registered,Good,2017-04-26,Good,Good,Good,Good,Good
1-537607594,A82646,Longtown Medical Centre,North West,Cumberland,CA6 5XA,E54000050,NHS North East and North Cumbria Integrated Care Board,Registered,,,,,,,
1-537609956,B83058,The Avicenna Medical Practice,Yorkshire & Humberside,Bradford,BD3 8QH,E54000054,NHS West Yorkshire Integrated Care Board,Registered,Good,2022-05-11,Good,Good,Good,Good,Good
1-537610547,E85119,The MWH Practice,London,Ealing,UB1 1LA,E54000071,NHS West and North London Integrated Care Board,Registered,Good,2019-02-12,Good,Good,Good,Good,Good
1-537624945,K81057,Hungerford Surgery,South East,West Berkshire,RG17 0HY,E54000070,NHS Thames Valley Integrated Care Board,Registered,Good,2022-11-29,Good,Good,Good,Good,Good
1-537625735,M92012,Duncan Street Primary Care Partnership,West Midlands,Wolverhampton,WV2 3AN,E54000062,NHS Black Country Integrated Care Board,Registered,Good,2017-02-10,Good,Good,Good,Good,Good
1-537627303,F85064,Stuart Crescent Health Centre,London,Haringey,N22 5NJ,E54000071,NHS West and North London Integrated Care Board,Registered,Good,2017-07-04,Good,Good,Good,Good,Good
1-537631132,A88008,Trinity Medical Centre,North East,South Tyneside,NE33 5DU,E54000050,NHS North East and North Cumbria Integrated Care Board,Registered,Good,2016-08-19,Good,Good,Good,Outstanding,Good
1-537631783,G82105,The Bethesda Medical Centre,South East,Kent,CT9 3NR,E54000032,NHS Kent and Medway Integrated Care Board,Registered,,,,,,,
1-537635269,G82122,Swanscombe Health Centre,South East,Kent,DA10 0BF,E54000032,NHS Kent and Medway Integrated Care Board,Registered,Requires improvement,2022-04-20,Requires improvement,Requires improvement,Good,Requires improvement,Requires improvement
1-537639971,P85005,Leesbrook Surgery,North West,Oldham,OL4 3DG,E54000057,NHS Greater Manchester Integrated Care Board,Registered,,,,,,,
1-537641848,D82008,St Stephen's Gate Medical Practice,East,Norfolk,NR2 2TJ,E54000068,NHS Norfolk and Suffolk Integrated Care Board,Registered,Good,2019-08-27,Good,Good,Outstanding,Good,Good
1-537647971,M85123,Al-Shafa Medical Centre,West Midlands,Birmingham,B6 6JY,E54000055,NHS Birmingham and Solihull Integrated Care Board,Registered,Good,2018-10-29,Good,Good,Good,Good,Good
1-537648487,M87017,Steppingstones Medical Practice,West Midlands,Dudley,DY1 1RT,E54000062,NHS Black Country Integrated Care Board,Registered,Good,2020-08-25,Good,Good,Good,Good,Good
1-537655343,L84050,Rosebank Health,South West,Gloucestershire,GL1 5JQ,E54000043,NHS Gloucestershire Integrated Care Board,Registered,Good,2018-09-20,Good,Good,Good,Good,Good
1-537656238,G83642,Crayford Town Surgery,London,Bexley,DA1 4ER,E54000030,NHS South East London Integrated Care Board,Registered,Good,2016-05-20,Good,Good,Good,Good,Good
1-537659663,N84003,High Pastures Surgery,North West,Sefton,L31 2HW,E54000008,NHS Cheshire and Merseyside Integrated Care Board,Registered,,,,,,,
1-537665740,E87061,Pembridge Villas Surgery,London,Kensington and Chelsea,W11 3EP,E54000071,NHS West and North London Integrated Care Board,Registered,Good,2024-01-24,Good,Good,Good,Good,Good
1-537671983,E82121,Watton Place Clinic,East,Hertfordshire,SG14 3SY,E54000065,NHS Central East Integrated Care Board,Registered,Good,2016-08-23,Good,Good,Good,Good,Good
1-537673398,F83664,The Village Practice,London,Islington,N7 7JJ,E54000071,NHS West and North London Integrated Care Board,Registered,Good,2016-10-19,Good,Good,Good,Good,Good
1-537675048,G85681,The Lordship Lane Surgery,London,Southwark,SE22 8JN,E54000030,NHS South East London Integrated Care Board,Registered,Requires improvement,2023-07-20,Requires improvement,Requires improvement,Good,Good,Requires improvement
1-537676160,J82161,Westlands Medical Centre,South East,Hampshire,PO16 9AD,E54000067,NHS Hampshire and Isle of Wight Integrated Care Board,Registered,,,,,,,
1-537678438,A89017,Millfield Medical Group,North East,Sunderland,SR4 7AF,E54000050,NHS North East and North Cumbria Integrated Care Board,Registered,Good,2016-03-10,Good,Good,Good,Outstanding,Good
1-537689577,H85111,Battersea Fields Practice,London,Wandsworth,SW11 5JP,E54000031,NHS South West London Integrated Care Board,Registered,Good,2023-12-05,Good,Good,Good,Good,Good
1-537692988,P82004,Swan Lane Medical Centre,North West,Bolton,BL3 6TL,E54000057,NHS Greater Manchester Integrated Care Board,Registered,Good,2018-11-22,Good,Good,Good,Good,Good
1-537693856,G81047,The Seven Dials Medical Centre,South East,Brighton and Hove,BN1 3JJ,E54000069,NHS Surrey and Sussex Integrated Care Board,Registered,Good,2019-01-10,Good,Good,Good,Good,Good
1-537702262,A84020,Guidepost Medical Group,North East,Northumberland,NE62 5RA,E54000050,NHS North East and North Cumbria Integrated Care Board,Registered,,,,,,,
1-537703096,L83106,The Wooda Surgery,South West,Devon,EX39 4AU,E54000037,NHS Devon Integrated Care Board,Registered,Good,2019-11-20,Good,Good,Good,Good,Good
1-537705643,G85123,Binfield Road Surgery,London,Lambeth,SW4 6TB,E54000030,NHS South East London Integrated Care Board,Registered,Good,2017-11-17,Good,Good,Good,Good,Good
1-537706200,F81065,Ramanathan Surgery,East,Essex,SS6 9HR,E54000066,NHS Essex Integrated Care Board,Registered,Good,2018-02-27,Good,Good,Good,Good,Good
1-537706884,C81061,Littlewick Medical Centre,East Midlands,Derbyshire,DE7 5PR,E54000058,NHS Derby and Derbyshire Integrated Care Board,Registered,Outstanding,2016-05-12,Good,Outstanding,Good,Outstanding,Outstanding
1-537708603,M85680,LPS - The Surgery,West Midlands,Birmingham,B8 3RZ,E54000055,NHS Birmingham and Solihull Integrated Care Board,Registered,Good,2018-06-14,Good,Good,Good,Good,Good
1-537712917,G82114,The Ivy Court Surgery,South East,Kent,TN30 6RB,E54000032,NHS Kent and Medway Integrated Care Board,Registered,Good,2023-06-09,Good,Requires improvement,Good,Good,Good
1-537717710,P83007,Radcliffe Medical Practice,North West,Bury,M26 2SP,E54000057,NHS Greater Manchester Integrated Care Board,Registered,Good,2016-12-22,Good,Good,Good,Good,Good
1-537718058,C81091,Killamarsh Medical Practice,East Midlands,Derbyshire,S21 1DX,E54000058,NHS Derby and Derbyshire Integrated Care Board,Registered,,,,,,,
1-537718481,M84070,Warwick Gates Family Health Centre,West Midlands,Warwickshire,CV34 6DZ,E54000018,NHS Coventry and Warwickshire Integrated Care Board,Registered,Good,2016-01-28,Good,Good,Good,Good,Good
1-537723297,G83066,Sidcup Medical Centre,London,Bexley,DA14 6BU,E54000030,NHS South East London Integrated Care Board,Registered,,,,,,,
1-537727811,P91007,Timperley Health Centre - Westwood,North West,Trafford,WA15 6PH,E54000057,NHS Greater Manchester Integrated Care Board,Registered,,,,,,,
1-537732304,P89007,Staveleigh Medical Centre,North West,Tameside,SK15 2AE,E54000057,NHS Greater Manchester Integrated Care Board,Registered,,,,,,,
1-537735416,P82030,Deane Medical Centre,North West,Bolton,BL3 5AH,E54000057,NHS Greater Manchester Integrated Care Board,Registered,Good,2024-03-18,Good,Good,Good,Good,Good
1-537739312,E83028,Parkview Surgery Edgware,London,Barnet,HA8 0RW,E54000071,NHS West and North London Integrated Care Board,Registered,,,,,,,
1-537739816,D81073,Westwood Clinic,East,Peterborough,PE3 7JW,E54000065,NHS Central East Integrated Care Board,Registered,Good,2021-11-10,Good,Good,Good,Good,Good
1-537741307,G85685,The Nunhead Surgery,London,Southwark,SE15 3LY,E54000030,NHS South East London Integrated Care Board,Registered,Good,2017-01-30,Good,Good,Good,Good,Good
1-537742030,N84018,The Village Surgery - Formby,North West,Sefton,L37 4AW,E54000008,NHS Cheshire and Merseyside Integrated Care Board,Registered,Good,2016-11-10,Good,Good,Good,Good,Good
1-537742893,H82039,Park Surgery,South East,West Sussex,BN17 6BF,E54000069,NHS Surrey and Sussex Integrated Care Board,Registered,Good,2018-12-06,Good,Good,Good,Good,Good
1-537743435,K81055,Wargrave Practice,South East,Wokingham,RG10 8BP,E54000070,NHS Thames Valley Integrated Care Board,Registered,Good,2017-04-24,Good,Good,Good,Good,Good
1-537744626,G83651,Blackheath PMS,London,Greenwich,SE10 9UB,E54000030,NHS South East London Integrated Care Board,Registered,Good,2016-09-29,Good,Good,Good,Good,Good
1-537751145,C84032,Eastwood Primary Care Centre,East Midlands,Nottinghamshire,NG16 3BS,E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,Registered,Outstanding,2016-09-23,Good,Good,Outstanding,Good,Outstanding
1-537753042,L85047,Glastonbury Health Centre,South West,Somerset,BA6 9DD,E54000038,NHS Somerset Integrated Care Board,Registered,Good,2019-01-16,Good,Good,Good,Good,Good
1-537753699,F84062,Chrisp Street Practice,London,Tower Hamlets,E14 6PG,E54000029,NHS North East London Integrated Care Board,Registered,Good,2016-12-02,Good,Good,Good,Good,Good
1-537756858,K81102,Burdwood Surgery,South East,West Berkshire,RG19 4YF,E54000070,NHS Thames Valley Integrated Care Board,Registered,,,,,,,
1-537759258,E84070,Pinner View Medical Centre,London,Harrow,HA1 4QG,E54000071,NHS West and North London Integrated Care Board,Registered,,,,,,,
1-537760619,G83006,The Albion Surgery,London,Bexley,DA6 7LP,E54000030,NHS South East London Integrated Care Board,Registered,Good,2016-04-29,Good,Good,Good,Good,Good
1-537762041,E87047,Earls Court Medical Centre,London,Kensington and Chelsea,SW5 9AD,E54000071,NHS West and North London Integrated Care Board,Registered,Good,2021-09-22,Good,Good,Good,Good,Good
1-537770200,J83049,The Southbroom Surgery,South West,Wiltshire,SN10 1LQ,E54000040,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",Registered,Good,2016-01-21,Good,Good,Good,Good,Good
